concept:name,time:timestamp,case:concept:name
Closed,2024-10-07 08:36:17,case_27
Assign seriousness,2024-07-25 09:10:49,case_29
Resolve ticket,2024-07-26 08:48:57,case_29
Take in charge ticket,2024-07-29 14:52:21,case_29
Wait,2024-08-05 08:52:37,case_29
Resolve ticket,2024-08-15 12:04:48,case_29
Closed,2024-09-12 10:23:52,case_29
Assign seriousness,2024-07-25 13:36:49,case_30
Insert ticket,2024-07-25 13:36:49,case_30
Assign seriousness,2024-07-29 08:59:58,case_30
Resolve ticket,2024-07-29 08:59:58,case_30
Resolve ticket,2024-07-29 12:25:41,case_30
Closed,2024-09-17 08:46:56,case_30
Assign seriousness,2024-07-25 09:05:22,case_31
Assign seriousness,2024-08-05 08:56:35,case_31
Insert ticket,2024-08-05 08:56:35,case_31
Require upgrade,2024-08-05 18:11:00,case_31
Resolve ticket,2024-08-05 18:11:00,case_31
Closed,2024-09-09 08:42:25,case_31
Assign seriousness,2024-07-25 08:24:40,case_32
Require upgrade,2024-08-08 08:26:02,case_32
Wait,2024-08-20 13:48:28,case_32
INVALID,2024-09-12 08:21:20,case_32
Resolve ticket,2024-09-19 19:20:55,case_32
Closed,2024-10-07 08:51:46,case_32
Assign seriousness,2024-07-25 09:01:44,case_33
RESOLVED,2024-07-25 09:01:44,case_33
Resolve ticket,2024-07-29 09:31:57,case_33
Wait,2024-08-01 08:21:18,case_33
Resolve ticket,2024-08-19 08:13:13,case_33
Closed,2024-09-20 14:49:01,case_33
Assign seriousness,2024-07-25 11:31:06,case_34
Resolve ticket,2024-07-31 08:34:50,case_34
VERIFIED,2024-08-19 08:14:38,case_34
Require upgrade,2024-09-02 09:21:33,case_34
Resolve ticket,2024-09-09 14:45:09,case_34
Closed,2024-10-21 08:32:43,case_34
Assign seriousness,2024-07-25 09:08:46,case_35
Assign seriousness,2024-07-25 09:08:46,case_35
Resolve ticket,2024-07-25 09:08:46,case_35
Insert ticket,2024-08-05 08:39:46,case_35
Resolve ticket,2024-08-12 14:12:30,case_35
Closed,2024-09-23 17:00:18,case_35
Assign seriousness,2024-07-25 10:49:29,case_36
Insert ticket,2024-07-30 08:52:33,case_36
VERIFIED,2024-08-02 18:48:14,case_36
Assign seriousness,2024-08-07 08:49:42,case_36
Resolve ticket,2024-08-07 08:49:42,case_36
Closed,2024-09-13 08:44:47,case_36
Assign seriousness,2024-07-25 09:14:36,case_37
VERIFIED,2024-07-29 09:46:44,case_37
INVALID,2024-08-13 14:08:29,case_37
Assign seriousness,2024-08-21 08:08:04,case_37
Resolve ticket,2024-08-23 08:45:34,case_37
Closed,2024-09-13 08:18:07,case_37
Assign seriousness,2024-07-25 14:46:26,case_38
Resolve ticket,2024-07-29 09:55:54,case_38
Schedule intervention,2024-08-12 08:05:45,case_38
VERIFIED,2024-08-19 11:26:53,case_38
Resolve ticket,2024-09-02 12:53:07,case_38
Closed,2024-09-23 19:24:33,case_38
Assign seriousness,2024-07-25 08:44:38,case_39
Take in charge ticket,2024-08-02 09:52:17,case_39
RESOLVED,2024-08-07 09:15:38,case_39
Wait,2024-08-12 08:48:00,case_39
Resolve ticket,2024-08-29 17:43:49,case_39
Closed,2024-10-07 08:36:34,case_39
Assign seriousness,2024-07-25 08:45:29,case_40
Resolve SW anomaly,2024-07-25 08:45:29,case_40
Assign seriousness,2024-08-07 09:09:15,case_40
Resolve ticket,2024-08-12 08:06:20,case_40
Resolve ticket,2024-08-15 08:01:26,case_40
Closed,2024-09-16 08:06:49,case_40
Assign seriousness,2024-07-25 11:37:58,case_41
Take in charge ticket,2024-07-26 08:07:35,case_41
Insert ticket,2024-08-01 15:27:17,case_41
INVALID,2024-08-09 14:54:11,case_41
Resolve ticket,2024-08-19 08:53:46,case_41
Closed,2024-09-23 09:05:50,case_41
Assign seriousness,2024-07-25 15:19:32,case_42
Take in charge ticket,2024-07-29 08:20:03,case_42
RESOLVED,2024-08-05 10:36:07,case_42
Resolve ticket,2024-08-06 13:55:11,case_42
Resolve ticket,2024-08-12 20:39:30,case_42
Closed,2024-09-10 10:06:14,case_42
Assign seriousness,2024-07-25 08:24:31,case_43
Resolve ticket,2024-07-25 08:24:31,case_43
Require upgrade,2024-07-29 12:50:56,case_43
Wait,2024-08-12 08:03:43,case_43
Resolve ticket,2024-08-13 16:15:40,case_43
Closed,2024-09-25 18:54:24,case_43
Assign seriousness,2024-07-25 11:59:15,case_44
Take in charge ticket,2024-08-05 16:48:20,case_44
Assign seriousness,2024-08-06 11:19:32,case_44
VERIFIED,2024-08-09 19:11:03,case_44
Resolve ticket,2024-08-21 20:41:52,case_44
Closed,2024-09-30 15:54:31,case_44
Assign seriousness,2024-07-25 11:24:50,case_45
Require upgrade,2024-07-25 11:24:50,case_45
VERIFIED,2024-08-05 08:16:58,case_45
Assign seriousness,2024-08-12 14:25:33,case_45
Resolve ticket,2024-08-13 08:13:01,case_45
Closed,2024-09-24 19:11:25,case_45
Assign seriousness,2024-07-25 09:41:12,case_46
Assign seriousness,2024-07-25 09:41:12,case_46
Schedule intervention,2024-07-26 08:00:01,case_46
Resolve ticket,2024-08-05 08:32:53,case_46
Resolve ticket,2024-08-06 08:45:03,case_46
Closed,2024-09-16 08:01:42,case_46
Assign seriousness,2024-07-25 08:30:52,case_47
Resolve ticket,2024-07-25 08:30:52,case_47
Take in charge ticket,2024-07-25 08:30:52,case_47
Take in charge ticket,2024-08-16 09:39:48,case_47
Resolve ticket,2024-08-22 20:28:58,case_47
Closed,2024-10-16 18:56:14,case_47
Assign seriousness,2024-07-25 08:57:56,case_48
Insert ticket,2024-07-25 08:57:56,case_48
Take in charge ticket,2024-07-29 11:20:17,case_48
Assign seriousness,2024-07-30 08:51:29,case_48
Resolve ticket,2024-07-30 08:51:29,case_48
Closed,2024-09-03 08:30:41,case_48
Assign seriousness,2024-07-25 08:36:56,case_49
Take in charge ticket,2024-07-25 08:36:56,case_49
Create SW anomaly,2024-07-25 08:36:56,case_49
Assign seriousness,2024-07-26 09:42:29,case_49
Resolve ticket,2024-07-29 08:23:27,case_49
Closed,2024-09-03 08:49:04,case_49
Assign seriousness,2024-07-25 17:20:42,case_50
Insert ticket,2024-07-25 17:20:42,case_50
Resolve ticket,2024-08-05 20:45:51,case_50
Take in charge ticket,2024-08-19 14:51:14,case_50
Resolve ticket,2024-08-22 08:30:36,case_50
Closed,2024-09-26 08:22:17,case_50
Assign seriousness,2024-07-25 08:43:53,case_51
VERIFIED,2024-08-08 08:44:39,case_51
Assign seriousness,2024-08-12 08:26:16,case_51
Resolve ticket,2024-08-13 08:28:58,case_51
Resolve ticket,2024-08-13 08:28:58,case_51
Closed,2024-09-20 13:01:41,case_51
Assign seriousness,2024-07-25 08:43:25,case_52
Insert ticket,2024-08-07 17:56:46,case_52
Resolve ticket,2024-08-12 08:55:58,case_52
Create SW anomaly,2024-08-26 11:45:51,case_52
Resolve ticket,2024-09-13 14:35:32,case_52
Closed,2024-10-15 12:40:00,case_52
Assign seriousness,2024-07-25 09:03:14,case_53
Assign seriousness,2024-07-25 09:03:14,case_53
Resolve ticket,2024-07-26 08:23:04,case_53
Take in charge ticket,2024-07-26 08:23:04,case_53
Resolve ticket,2024-07-26 08:23:04,case_53
Closed,2024-08-28 08:30:24,case_53
Assign seriousness,2024-07-25 20:00:51,case_54
Assign seriousness,2024-07-25 20:00:51,case_54
Take in charge ticket,2024-08-06 08:42:46,case_54
RESOLVED,2024-08-13 19:18:38,case_54
Resolve ticket,2024-08-19 08:52:07,case_54
Closed,2024-09-12 08:45:29,case_54
Assign seriousness,2024-07-25 10:44:13,case_55
Assign seriousness,2024-08-12 08:04:56,case_55
Resolve ticket,2024-08-12 08:04:56,case_55
Take in charge ticket,2024-08-19 18:05:58,case_55
Resolve ticket,2024-08-22 09:41:36,case_55
Closed,2024-09-23 12:41:05,case_55
Assign seriousness,2024-07-25 12:09:43,case_56
Assign seriousness,2024-08-01 15:16:53,case_56
Take in charge ticket,2024-08-07 08:06:30,case_56
Resolve SW anomaly,2024-08-28 11:41:33,case_56
Resolve ticket,2024-09-16 08:29:04,case_56
Closed,2024-10-02 08:30:38,case_56
Assign seriousness,2024-07-25 16:12:06,case_57
Assign seriousness,2024-07-30 08:06:53,case_57
Require upgrade,2024-08-06 11:09:15,case_57
RESOLVED,2024-08-23 19:53:51,case_57
Resolve ticket,2024-08-26 08:32:17,case_57
Closed,2024-09-13 08:05:14,case_57
Assign seriousness,2024-07-25 12:52:48,case_58
Insert ticket,2024-07-31 08:00:44,case_58
Assign seriousness,2024-07-31 08:00:44,case_58
Wait,2024-08-02 13:06:40,case_58
Resolve ticket,2024-08-12 18:50:02,case_58
Closed,2024-09-26 08:55:16,case_58
Assign seriousness,2024-07-25 08:55:20,case_59
INVALID,2024-07-26 08:54:26,case_59
Assign seriousness,2024-08-02 19:54:01,case_59
Resolve ticket,2024-08-02 19:54:01,case_59
Resolve ticket,2024-08-05 09:32:37,case_59
Closed,2024-09-03 08:52:41,case_59
Assign seriousness,2024-07-25 08:45:21,case_60
Resolve SW anomaly,2024-07-31 10:00:13,case_60
Assign seriousness,2024-08-13 18:00:36,case_60
Create SW anomaly,2024-08-13 18:00:36,case_60
Resolve ticket,2024-09-09 20:12:23,case_60
Closed,2024-10-16 08:58:28,case_60
Assign seriousness,2024-07-25 12:53:29,case_61
Schedule intervention,2024-07-25 20:06:28,case_61
Take in charge ticket,2024-07-26 18:58:29,case_61
Resolve ticket,2024-07-26 18:58:29,case_61
Resolve ticket,2024-07-26 18:58:29,case_61
Closed,2024-09-13 11:53:43,case_61
Assign seriousness,2024-07-25 08:22:19,case_62
RESOLVED,2024-07-31 14:58:23,case_62
Assign seriousness,2024-08-15 12:15:27,case_62
Resolve ticket,2024-08-20 11:10:37,case_62
Resolve ticket,2024-08-20 11:10:37,case_62
Closed,2024-09-05 08:35:21,case_62
Assign seriousness,2024-07-25 09:28:23,case_63
Resolve ticket,2024-07-29 14:57:41,case_63
Create SW anomaly,2024-08-12 12:35:27,case_63
INVALID,2024-08-20 11:17:53,case_63
Resolve ticket,2024-08-28 08:17:29,case_63
Closed,2024-09-16 15:33:53,case_63
Assign seriousness,2024-07-25 09:14:00,case_64
Assign seriousness,2024-08-08 12:21:54,case_64
Resolve ticket,2024-08-09 10:29:04,case_64
Create SW anomaly,2024-08-19 13:00:39,case_64
Resolve ticket,2024-08-26 09:05:45,case_64
Closed,2024-09-12 08:23:52,case_64
Assign seriousness,2024-07-25 21:43:17,case_65
Resolve ticket,2024-07-26 20:07:21,case_65
Schedule intervention,2024-08-02 08:31:59,case_65
VERIFIED,2024-08-07 14:19:40,case_65
Resolve ticket,2024-08-22 08:34:35,case_65
Closed,2024-10-09 14:19:53,case_65
Assign seriousness,2024-07-25 09:14:21,case_66
Insert ticket,2024-07-31 08:22:32,case_66
Wait,2024-08-07 20:31:10,case_66
Assign seriousness,2024-08-12 14:49:12,case_66
Resolve ticket,2024-08-19 08:37:29,case_66
Closed,2024-09-24 12:34:08,case_66
Assign seriousness,2024-07-25 08:55:30,case_67
Assign seriousness,2024-07-30 08:11:34,case_67
Insert ticket,2024-08-01 18:20:43,case_67
INVALID,2024-08-12 17:31:44,case_67
Resolve ticket,2024-08-20 08:31:20,case_67
Closed,2024-09-13 18:35:53,case_67
Assign seriousness,2024-07-25 09:51:33,case_68
VERIFIED,2024-07-29 09:02:48,case_68
VERIFIED,2024-08-12 08:56:53,case_68
Wait,2024-08-26 15:54:22,case_68
Resolve ticket,2024-09-09 08:41:58,case_68
Closed,2024-10-31 12:10:05,case_68
Assign seriousness,2024-07-25 08:48:54,case_69
Resolve ticket,2024-07-25 08:48:54,case_69
Take in charge ticket,2024-07-29 09:06:25,case_69
INVALID,2024-08-05 08:52:28,case_69
Resolve ticket,2024-08-12 19:52:03,case_69
Closed,2024-10-11 08:16:49,case_69
Assign seriousness,2024-07-25 10:01:48,case_70
Assign seriousness,2024-07-29 10:46:01,case_70
Schedule intervention,2024-07-29 10:46:01,case_70
Schedule intervention,2024-08-05 14:11:15,case_70
Resolve ticket,2024-08-15 08:37:01,case_70
Closed,2024-09-16 08:02:24,case_70
Assign seriousness,2024-07-25 08:32:21,case_71
RESOLVED,2024-08-01 08:04:00,case_71
Assign seriousness,2024-08-09 08:11:19,case_71
VERIFIED,2024-08-20 08:39:06,case_71
Resolve ticket,2024-09-06 08:14:17,case_71
Closed,2024-10-14 08:04:27,case_71
Assign seriousness,2024-07-25 16:49:56,case_72
Insert ticket,2024-07-25 16:49:56,case_72
Create SW anomaly,2024-07-31 16:10:25,case_72
Take in charge ticket,2024-08-01 15:12:33,case_72
Resolve ticket,2024-08-09 12:58:37,case_72
Closed,2024-09-13 11:19:17,case_72
Assign seriousness,2024-07-25 08:58:15,case_73
Take in charge ticket,2024-07-25 08:58:15,case_73
VERIFIED,2024-08-01 13:59:59,case_73
Schedule intervention,2024-08-19 08:40:05,case_73
Resolve ticket,2024-08-28 13:53:29,case_73
Closed,2024-10-28 20:44:54,case_73
Assign seriousness,2024-07-25 10:36:35,case_74
Resolve SW anomaly,2024-07-29 17:14:54,case_74
Assign seriousness,2024-08-12 08:49:19,case_74
Require upgrade,2024-08-21 12:33:51,case_74
Resolve ticket,2024-09-02 08:44:33,case_74
Closed,2024-09-30 13:12:22,case_74
Assign seriousness,2024-07-25 08:58:37,case_75
INVALID,2024-07-25 08:58:37,case_75
Wait,2024-08-01 19:58:12,case_75
Assign seriousness,2024-08-08 08:08:57,case_75
Resolve ticket,2024-08-08 19:58:44,case_75
Closed,2024-09-26 19:41:21,case_75
Assign seriousness,2024-07-25 08:59:32,case_76
Assign seriousness,2024-07-25 08:59:32,case_76
Resolve ticket,2024-07-29 19:07:59,case_76
Take in charge ticket,2024-07-29 19:07:59,case_76
Resolve ticket,2024-07-31 17:38:56,case_76
Closed,2024-09-05 15:57:07,case_76
Assign seriousness,2024-07-25 10:02:52,case_77
Take in charge ticket,2024-08-09 08:19:11,case_77
Insert ticket,2024-08-19 08:37:19,case_77
Resolve ticket,2024-08-22 08:03:40,case_77
Resolve ticket,2024-08-22 17:17:13,case_77
Closed,2024-09-18 08:50:34,case_77
Assign seriousness,2024-07-25 09:14:48,case_78
Resolve ticket,2024-07-29 13:27:06,case_78
Insert ticket,2024-08-09 08:31:06,case_78
Create SW anomaly,2024-08-12 18:29:12,case_78
Resolve ticket,2024-08-12 18:29:12,case_78
Closed,2024-09-16 08:43:11,case_78
Assign seriousness,2024-07-25 09:17:11,case_79
Resolve ticket,2024-07-29 08:16:44,case_79
INVALID,2024-07-30 08:39:02,case_79
Insert ticket,2024-08-06 19:38:37,case_79
Resolve ticket,2024-08-06 19:38:37,case_79
Closed,2024-09-24 18:43:31,case_79
Assign seriousness,2024-07-25 08:34:13,case_80
Resolve ticket,2024-07-25 12:30:28,case_80
Create SW anomaly,2024-08-05 08:20:32,case_80
Insert ticket,2024-08-05 08:20:32,case_80
Resolve ticket,2024-08-15 17:15:03,case_80
Closed,2024-09-16 08:21:18,case_80
Assign seriousness,2024-07-25 09:47:19,case_81
Resolve SW anomaly,2024-07-25 09:47:19,case_81
Insert ticket,2024-08-05 10:54:42,case_81
Assign seriousness,2024-08-05 10:54:42,case_81
Resolve ticket,2024-08-05 10:54:42,case_81
Closed,2024-09-09 13:17:08,case_81
Assign seriousness,2024-07-25 10:30:06,case_82
VERIFIED,2024-07-29 08:34:20,case_82
Resolve SW anomaly,2024-08-12 08:18:25,case_82
INVALID,2024-08-21 16:50:36,case_82
Resolve ticket,2024-08-29 08:50:11,case_82
Closed,2024-10-07 18:47:20,case_82
Assign seriousness,2024-07-25 20:15:32,case_83
Take in charge ticket,2024-07-25 20:15:32,case_83
RESOLVED,2024-08-08 08:16:59,case_83
Wait,2024-08-12 12:18:44,case_83
Resolve ticket,2024-08-20 08:25:28,case_83
Closed,2024-09-12 20:12:46,case_83
Assign seriousness,2024-07-25 09:23:18,case_84
Wait,2024-07-29 08:48:33,case_84
VERIFIED,2024-08-05 09:57:34,case_84
Insert ticket,2024-08-19 20:45:54,case_84
Resolve ticket,2024-08-27 20:16:18,case_84
Closed,2024-10-07 08:41:50,case_84
Assign seriousness,2024-07-25 18:40:24,case_85
Resolve ticket,2024-07-26 08:41:26,case_85
RESOLVED,2024-07-26 10:46:56,case_85
Create SW anomaly,2024-07-29 14:57:35,case_85
Resolve ticket,2024-07-29 14:57:35,case_85
Closed,2024-08-28 15:50:46,case_85
Assign seriousness,2024-07-25 08:24:10,case_86
Wait,2024-07-25 08:24:10,case_86
Resolve ticket,2024-08-07 08:07:52,case_86
Take in charge ticket,2024-08-14 08:30:47,case_86
Resolve ticket,2024-08-14 08:30:47,case_86
Closed,2024-09-02 08:39:34,case_86
Assign seriousness,2024-07-25 12:29:45,case_87
Assign seriousness,2024-07-30 08:09:39,case_87
Resolve ticket,2024-07-31 11:01:48,case_87
Take in charge ticket,2024-07-31 11:01:48,case_87
Resolve ticket,2024-07-31 11:01:48,case_87
Closed,2024-08-07 08:06:03,case_87
Assign seriousness,2024-07-25 09:34:39,case_88
Take in charge ticket,2024-07-25 09:34:39,case_88
Assign seriousness,2024-07-26 08:05:51,case_88
Take in charge ticket,2024-07-29 08:17:49,case_88
Resolve ticket,2024-08-02 08:35:07,case_88
Closed,2024-08-26 14:03:27,case_88
Assign seriousness,2024-07-25 09:08:29,case_89
Resolve SW anomaly,2024-07-25 09:08:29,case_89
Take in charge ticket,2024-08-12 08:04:28,case_89
Schedule intervention,2024-08-12 08:04:28,case_89
Resolve ticket,2024-08-22 08:31:31,case_89
Closed,2024-10-03 10:58:03,case_89
Assign seriousness,2024-07-25 16:30:58,case_90
Assign seriousness,2024-07-25 16:30:58,case_90
Resolve ticket,2024-07-29 11:42:06,case_90
VERIFIED,2024-08-12 08:33:47,case_90
Resolve ticket,2024-08-23 11:59:42,case_90
Closed,2024-09-16 08:19:35,case_90
Assign seriousness,2024-07-25 08:56:11,case_91
Take in charge ticket,2024-08-05 08:14:24,case_91
Assign seriousness,2024-08-06 08:45:36,case_91
INVALID,2024-08-07 08:28:24,case_91
Resolve ticket,2024-08-14 19:28:00,case_91
Closed,2024-09-30 08:55:40,case_91
Assign seriousness,2024-07-25 11:34:47,case_92
INVALID,2024-07-29 17:56:37,case_92
Resolve ticket,2024-08-06 08:56:12,case_92
INVALID,2024-08-12 08:12:41,case_92
Resolve ticket,2024-08-19 19:12:17,case_92
Closed,2024-09-17 08:23:43,case_92
Assign seriousness,2024-07-25 15:36:30,case_93
Create SW anomaly,2024-07-25 15:36:30,case_93
Take in charge ticket,2024-07-26 14:54:38,case_93
VERIFIED,2024-08-08 17:37:18,case_93
Resolve ticket,2024-08-22 08:08:22,case_93
Closed,2024-09-25 15:13:36,case_93
Assign seriousness,2024-07-25 08:24:24,case_94
Take in charge ticket,2024-07-25 08:24:24,case_94
Assign seriousness,2024-07-26 08:55:36,case_94
Schedule intervention,2024-07-30 08:38:00,case_94
Resolve ticket,2024-08-07 13:34:15,case_94
Closed,2024-09-23 09:18:59,case_94
Assign seriousness,2024-07-25 09:06:19,case_96
Insert ticket,2024-07-25 09:06:19,case_96
Insert ticket,2024-07-25 09:06:19,case_96
Resolve SW anomaly,2024-07-25 09:06:19,case_96
Resolve ticket,2024-08-05 08:46:28,case_96
Closed,2024-09-23 14:44:33,case_96
Assign seriousness,2024-07-25 09:38:34,case_97
Resolve ticket,2024-07-25 09:38:34,case_97
Create SW anomaly,2024-07-30 17:25:08,case_97
Create SW anomaly,2024-07-30 18:30:12,case_97
Resolve ticket,2024-07-30 18:30:12,case_97
Closed,2024-09-03 08:02:56,case_97
Assign seriousness,2024-07-25 10:04:39,case_98
Insert ticket,2024-07-26 08:20:56,case_98
