case_id,prefix,k,next_act
38,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
38,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
41,assign_seriousness take_in_charge_ticket,1,resolve_ticket
41,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
41,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
42,assign_seriousness take_in_charge_ticket,1,resolve_ticket
42,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
42,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
44,assign_seriousness take_in_charge_ticket,1,resolve_ticket
44,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
44,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
45,assign_seriousness take_in_charge_ticket,1,resolve_ticket
45,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
45,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
47,assign_seriousness take_in_charge_ticket,1,resolve_ticket
47,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
47,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
48,insert_ticket assign_seriousness,1,take_in_charge_ticket
48,insert_ticket assign_seriousness take_in_charge_ticket,2,resolve_ticket
48,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
48,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket closed,4,[EOC]
49,assign_seriousness take_in_charge_ticket,1,wait
49,assign_seriousness take_in_charge_ticket wait,2,resolve_ticket
49,assign_seriousness take_in_charge_ticket wait resolve_ticket,3,closed
49,assign_seriousness take_in_charge_ticket wait resolve_ticket closed,4,[EOC]
50,assign_seriousness take_in_charge_ticket,1,resolve_ticket
50,assign_seriousness take_in_charge_ticket resolve_ticket,2,resolve_ticket
50,assign_seriousness take_in_charge_ticket resolve_ticket resolve_ticket,3,closed
50,assign_seriousness take_in_charge_ticket resolve_ticket resolve_ticket closed,4,[EOC]
53,assign_seriousness take_in_charge_ticket,1,wait
53,assign_seriousness take_in_charge_ticket wait,2,wait
53,assign_seriousness take_in_charge_ticket wait wait,3,take_in_charge_ticket
53,assign_seriousness take_in_charge_ticket wait wait take_in_charge_ticket,4,resolve_ticket
53,assign_seriousness take_in_charge_ticket wait wait take_in_charge_ticket resolve_ticket,5,closed
53,assign_seriousness take_in_charge_ticket wait wait take_in_charge_ticket resolve_ticket closed,6,[EOC]
55,assign_seriousness take_in_charge_ticket,1,wait
55,assign_seriousness take_in_charge_ticket wait,2,resolve_ticket
55,assign_seriousness take_in_charge_ticket wait resolve_ticket,3,closed
55,assign_seriousness take_in_charge_ticket wait resolve_ticket closed,4,[EOC]
56,assign_seriousness resolve_ticket,1,closed
56,assign_seriousness resolve_ticket closed,2,[EOC]
57,assign_seriousness take_in_charge_ticket,1,resolve_ticket
57,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
57,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
60,assign_seriousness take_in_charge_ticket,1,wait
60,assign_seriousness take_in_charge_ticket wait,2,take_in_charge_ticket
60,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,3,resolve_ticket
60,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,4,closed
60,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,5,[EOC]
61,assign_seriousness take_in_charge_ticket,1,resolve_ticket
61,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
61,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
64,assign_seriousness assign_seriousness,1,wait
64,assign_seriousness assign_seriousness wait,2,take_in_charge_ticket
64,assign_seriousness assign_seriousness wait take_in_charge_ticket,3,wait
64,assign_seriousness assign_seriousness wait take_in_charge_ticket wait,4,take_in_charge_ticket
64,assign_seriousness assign_seriousness wait take_in_charge_ticket wait take_in_charge_ticket,5,resolve_ticket
64,assign_seriousness assign_seriousness wait take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,6,closed
64,assign_seriousness assign_seriousness wait take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,7,[EOC]
67,assign_seriousness take_in_charge_ticket,1,resolve_ticket
67,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
67,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
70,assign_seriousness take_in_charge_ticket,1,wait
70,assign_seriousness take_in_charge_ticket wait,2,resolve_ticket
70,assign_seriousness take_in_charge_ticket wait resolve_ticket,3,closed
70,assign_seriousness take_in_charge_ticket wait resolve_ticket closed,4,[EOC]
71,assign_seriousness take_in_charge_ticket,1,resolve_ticket
71,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
71,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
72,assign_seriousness take_in_charge_ticket,1,resolve_ticket
72,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
72,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
74,resolve_ticket closed,1,[EOC]
75,assign_seriousness assign_seriousness,1,take_in_charge_ticket
75,assign_seriousness assign_seriousness take_in_charge_ticket,2,resolve_ticket
75,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
75,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket closed,4,[EOC]
76,assign_seriousness resolve_ticket,1,closed
76,assign_seriousness resolve_ticket closed,2,[EOC]
78,assign_seriousness take_in_charge_ticket,1,resolve_ticket
78,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
78,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
81,assign_seriousness take_in_charge_ticket,1,wait
81,assign_seriousness take_in_charge_ticket wait,2,wait
81,assign_seriousness take_in_charge_ticket wait wait,3,take_in_charge_ticket
81,assign_seriousness take_in_charge_ticket wait wait take_in_charge_ticket,4,resolve_ticket
81,assign_seriousness take_in_charge_ticket wait wait take_in_charge_ticket resolve_ticket,5,closed
81,assign_seriousness take_in_charge_ticket wait wait take_in_charge_ticket resolve_ticket closed,6,[EOC]
84,assign_seriousness take_in_charge_ticket,1,resolve_ticket
84,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
84,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
85,assign_seriousness take_in_charge_ticket,1,resolve_ticket
85,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
85,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
87,assign_seriousness take_in_charge_ticket,1,wait
87,assign_seriousness take_in_charge_ticket wait,2,resolve_ticket
87,assign_seriousness take_in_charge_ticket wait resolve_ticket,3,take_in_charge_ticket
87,assign_seriousness take_in_charge_ticket wait resolve_ticket take_in_charge_ticket,4,wait
87,assign_seriousness take_in_charge_ticket wait resolve_ticket take_in_charge_ticket wait,5,resolve_ticket
87,assign_seriousness take_in_charge_ticket wait resolve_ticket take_in_charge_ticket wait resolve_ticket,6,closed
87,assign_seriousness take_in_charge_ticket wait resolve_ticket take_in_charge_ticket wait resolve_ticket closed,7,[EOC]
88,assign_seriousness assign_seriousness,1,wait
88,assign_seriousness assign_seriousness wait,2,take_in_charge_ticket
88,assign_seriousness assign_seriousness wait take_in_charge_ticket,3,resolve_ticket
88,assign_seriousness assign_seriousness wait take_in_charge_ticket resolve_ticket,4,closed
88,assign_seriousness assign_seriousness wait take_in_charge_ticket resolve_ticket closed,5,[EOC]
90,assign_seriousness take_in_charge_ticket,1,resolve_ticket
90,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
90,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
91,assign_seriousness take_in_charge_ticket,1,resolve_ticket
91,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
91,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
92,assign_seriousness take_in_charge_ticket,1,resolve_ticket
92,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
92,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
94,assign_seriousness take_in_charge_ticket,1,resolve_ticket
94,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
94,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
95,assign_seriousness take_in_charge_ticket,1,resolve_ticket
95,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
95,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
96,assign_seriousness take_in_charge_ticket,1,resolve_ticket
96,assign_seriousness take_in_charge_ticket resolve_ticket,2,resolve_ticket
96,assign_seriousness take_in_charge_ticket resolve_ticket resolve_ticket,3,closed
96,assign_seriousness take_in_charge_ticket resolve_ticket resolve_ticket closed,4,[EOC]
99,assign_seriousness take_in_charge_ticket,1,resolve_ticket
99,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
99,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
101,insert_ticket assign_seriousness,1,take_in_charge_ticket
101,insert_ticket assign_seriousness take_in_charge_ticket,2,resolve_ticket
101,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
101,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket closed,4,[EOC]
102,assign_seriousness take_in_charge_ticket,1,resolve_ticket
102,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
102,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
103,assign_seriousness assign_seriousness,1,take_in_charge_ticket
103,assign_seriousness assign_seriousness take_in_charge_ticket,2,wait
103,assign_seriousness assign_seriousness take_in_charge_ticket wait,3,take_in_charge_ticket
103,assign_seriousness assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,4,create_sw_anomaly
103,assign_seriousness assign_seriousness take_in_charge_ticket wait take_in_charge_ticket create_sw_anomaly,5,resolve_ticket
103,assign_seriousness assign_seriousness take_in_charge_ticket wait take_in_charge_ticket create_sw_anomaly resolve_ticket,6,closed
103,assign_seriousness assign_seriousness take_in_charge_ticket wait take_in_charge_ticket create_sw_anomaly resolve_ticket closed,7,[EOC]
104,assign_seriousness take_in_charge_ticket,1,resolve_ticket
104,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
104,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
108,assign_seriousness take_in_charge_ticket,1,resolve_ticket
108,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
108,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
109,assign_seriousness take_in_charge_ticket,1,wait
109,assign_seriousness take_in_charge_ticket wait,2,take_in_charge_ticket
109,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,3,resolve_ticket
109,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,4,closed
109,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,5,[EOC]
110,assign_seriousness take_in_charge_ticket,1,resolve_ticket
110,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
110,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
111,assign_seriousness take_in_charge_ticket,1,resolve_ticket
111,assign_seriousness take_in_charge_ticket resolve_ticket,2,take_in_charge_ticket
111,assign_seriousness take_in_charge_ticket resolve_ticket take_in_charge_ticket,3,wait
111,assign_seriousness take_in_charge_ticket resolve_ticket take_in_charge_ticket wait,4,take_in_charge_ticket
111,assign_seriousness take_in_charge_ticket resolve_ticket take_in_charge_ticket wait take_in_charge_ticket,5,resolve_ticket
111,assign_seriousness take_in_charge_ticket resolve_ticket take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,6,closed
111,assign_seriousness take_in_charge_ticket resolve_ticket take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,7,[EOC]
112,assign_seriousness take_in_charge_ticket,1,resolve_ticket
112,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
112,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
113,insert_ticket assign_seriousness,1,take_in_charge_ticket
113,insert_ticket assign_seriousness take_in_charge_ticket,2,resolve_ticket
113,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
113,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket closed,4,[EOC]
116,assign_seriousness take_in_charge_ticket,1,resolve_ticket
116,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
116,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
118,assign_seriousness take_in_charge_ticket,1,resolve_ticket
118,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
118,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
119,assign_seriousness take_in_charge_ticket,1,resolve_ticket
119,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
119,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
121,assign_seriousness take_in_charge_ticket,1,resolve_ticket
121,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
121,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
122,assign_seriousness take_in_charge_ticket,1,resolve_ticket
122,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
122,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
123,assign_seriousness take_in_charge_ticket,1,wait
123,assign_seriousness take_in_charge_ticket wait,2,take_in_charge_ticket
123,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,3,resolve_ticket
123,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,4,closed
123,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,5,[EOC]
125,assign_seriousness take_in_charge_ticket,1,wait
125,assign_seriousness take_in_charge_ticket wait,2,take_in_charge_ticket
125,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,3,resolve_ticket
125,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,4,closed
125,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,5,[EOC]
127,assign_seriousness take_in_charge_ticket,1,resolve_ticket
127,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
127,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
128,assign_seriousness resolve_ticket,1,resolve_ticket
128,assign_seriousness resolve_ticket resolve_ticket,2,closed
128,assign_seriousness resolve_ticket resolve_ticket closed,3,[EOC]
130,insert_ticket assign_seriousness,1,take_in_charge_ticket
130,insert_ticket assign_seriousness take_in_charge_ticket,2,resolve_ticket
130,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
130,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket closed,4,closed
130,insert_ticket assign_seriousness take_in_charge_ticket resolve_ticket closed closed,5,[EOC]
133,assign_seriousness assign_seriousness,1,take_in_charge_ticket
133,assign_seriousness assign_seriousness take_in_charge_ticket,2,resolve_ticket
133,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
133,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket closed,4,[EOC]
134,assign_seriousness take_in_charge_ticket,1,resolve_ticket
134,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
134,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
135,assign_seriousness take_in_charge_ticket,1,wait
135,assign_seriousness take_in_charge_ticket wait,2,take_in_charge_ticket
135,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,3,resolve_ticket
135,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,4,take_in_charge_ticket
135,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket take_in_charge_ticket,5,resolve_ticket
135,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket take_in_charge_ticket resolve_ticket,6,closed
135,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket take_in_charge_ticket resolve_ticket closed,7,[EOC]
137,assign_seriousness take_in_charge_ticket,1,wait
137,assign_seriousness take_in_charge_ticket wait,2,resolve_ticket
137,assign_seriousness take_in_charge_ticket wait resolve_ticket,3,closed
137,assign_seriousness take_in_charge_ticket wait resolve_ticket closed,4,[EOC]
138,assign_seriousness take_in_charge_ticket,1,resolve_ticket
138,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
138,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
139,assign_seriousness take_in_charge_ticket,1,resolve_ticket
139,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
139,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
141,assign_seriousness take_in_charge_ticket,1,wait
141,assign_seriousness take_in_charge_ticket wait,2,take_in_charge_ticket
141,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,3,wait
141,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket wait,4,take_in_charge_ticket
141,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket wait take_in_charge_ticket,5,resolve_ticket
141,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,6,closed
141,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,7,[EOC]
142,assign_seriousness take_in_charge_ticket,1,resolve_ticket
142,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
142,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
146,assign_seriousness take_in_charge_ticket,1,resolve_ticket
146,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
146,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
148,assign_seriousness take_in_charge_ticket,1,resolve_ticket
148,assign_seriousness take_in_charge_ticket resolve_ticket,2,resolve_ticket
148,assign_seriousness take_in_charge_ticket resolve_ticket resolve_ticket,3,closed
148,assign_seriousness take_in_charge_ticket resolve_ticket resolve_ticket closed,4,[EOC]
149,assign_seriousness take_in_charge_ticket,1,resolve_ticket
149,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
149,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
150,insert_ticket assign_seriousness,1,take_in_charge_ticket
150,insert_ticket assign_seriousness take_in_charge_ticket,2,wait
150,insert_ticket assign_seriousness take_in_charge_ticket wait,3,take_in_charge_ticket
150,insert_ticket assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,4,resolve_ticket
150,insert_ticket assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,5,closed
150,insert_ticket assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,6,[EOC]
151,assign_seriousness take_in_charge_ticket,1,resolve_ticket
151,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
151,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
155,assign_seriousness take_in_charge_ticket,1,wait
155,assign_seriousness take_in_charge_ticket wait,2,take_in_charge_ticket
155,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket,3,resolve_ticket
155,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket,4,closed
155,assign_seriousness take_in_charge_ticket wait take_in_charge_ticket resolve_ticket closed,5,[EOC]
157,assign_seriousness take_in_charge_ticket,1,resolve_ticket
157,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
157,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
158,assign_seriousness take_in_charge_ticket,1,resolve_ticket
158,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
158,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
159,assign_seriousness take_in_charge_ticket,1,resolve_ticket
159,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
159,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
160,assign_seriousness take_in_charge_ticket,1,resolve_ticket
160,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
160,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
161,assign_seriousness take_in_charge_ticket,1,resolve_ticket
161,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
161,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
162,assign_seriousness assign_seriousness,1,resolve_ticket
162,assign_seriousness assign_seriousness resolve_ticket,2,closed
162,assign_seriousness assign_seriousness resolve_ticket closed,3,[EOC]
163,assign_seriousness take_in_charge_ticket,1,resolve_ticket
163,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
163,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
164,assign_seriousness take_in_charge_ticket,1,resolve_ticket
164,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
164,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
165,assign_seriousness resolve_ticket,1,closed
165,assign_seriousness resolve_ticket closed,2,[EOC]
166,assign_seriousness take_in_charge_ticket,1,resolve_ticket
166,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
166,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
167,assign_seriousness take_in_charge_ticket,1,wait
167,assign_seriousness take_in_charge_ticket wait,2,resolve_ticket
167,assign_seriousness take_in_charge_ticket wait resolve_ticket,3,resolve_ticket
167,assign_seriousness take_in_charge_ticket wait resolve_ticket resolve_ticket,4,closed
167,assign_seriousness take_in_charge_ticket wait resolve_ticket resolve_ticket closed,5,[EOC]
168,assign_seriousness take_in_charge_ticket,1,resolve_ticket
168,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
168,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
171,assign_seriousness assign_seriousness,1,take_in_charge_ticket
171,assign_seriousness assign_seriousness take_in_charge_ticket,2,resolve_ticket
171,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
171,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket closed,4,[EOC]
172,assign_seriousness take_in_charge_ticket,1,resolve_ticket
172,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
172,assign_seriousness take_in_charge_ticket resolve_ticket closed,3,[EOC]
173,assign_seriousness assign_seriousness,1,take_in_charge_ticket
173,assign_seriousness assign_seriousness take_in_charge_ticket,2,resolve_ticket
173,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket,3,closed
173,assign_seriousness assign_seriousness take_in_charge_ticket resolve_ticket closed,4,[EOC]
174,assign_seriousness take_in_charge_ticket,1,wait
174,assign_seriousness take_in_charge_ticket wait,2,resolve_ticket
174,assign_seriousness take_in_charge_ticket wait resolve_ticket,3,closed
174,assign_seriousness take_in_charge_ticket wait resolve_ticket closed,4,[EOC]
175,assign_seriousness take_in_charge_ticket,1,resolve_ticket
175,assign_seriousness take_in_charge_ticket resolve_ticket,2,closed
