concept:name,time:timestamp,case:concept:name
Insert ticket,2024-08-12 08:53:50,case_2239
Create SW anomaly,2024-08-19 13:09:28,case_2239
Resolve ticket,2024-10-01 15:59:27,case_2239
Closed,2024-10-28 12:39:00,case_2239
Assign seriousness,2024-07-31 23:46:45,case_2240
Take in charge ticket,2024-08-08 08:50:19,case_2240
Insert ticket,2024-08-13 17:59:02,case_2240
Insert ticket,2024-08-21 08:37:55,case_2240
VERIFIED,2024-08-21 08:37:55,case_2240
Resolve ticket,2024-09-05 11:21:19,case_2240
Closed,2024-10-29 20:11:47,case_2240
Assign seriousness,2024-08-01 00:00:23,case_2241
Take in charge ticket,2024-08-06 08:24:20,case_2241
Create SW anomaly,2024-08-09 09:58:01,case_2241
Insert ticket,2024-08-13 15:52:14,case_2241
RESOLVED,2024-08-13 15:52:14,case_2241
Resolve ticket,2024-08-19 08:25:39,case_2241
Closed,2024-09-13 16:49:49,case_2241
Assign seriousness,2024-08-01 03:26:20,case_2242
Take in charge ticket,2024-08-06 14:20:17,case_2242
INVALID,2024-08-06 14:20:17,case_2242
Schedule intervention,2024-08-14 08:19:53,case_2242
Wait,2024-08-19 18:02:58,case_2242
Resolve ticket,2024-08-26 19:40:26,case_2242
Closed,2024-10-15 08:48:23,case_2242
Assign seriousness,2024-07-31 23:54:03,case_2243
Take in charge ticket,2024-08-05 08:45:18,case_2243
Create SW anomaly,2024-08-05 08:45:18,case_2243
Schedule intervention,2024-08-13 08:35:33,case_2243
Wait,2024-08-19 08:02:13,case_2243
Resolve ticket,2024-09-04 08:11:40,case_2243
Closed,2024-10-07 08:14:33,case_2243
Assign seriousness,2024-08-01 04:28:26,case_2244
Take in charge ticket,2024-08-01 08:28:26,case_2244
Wait,2024-08-05 12:01:29,case_2244
RESOLVED,2024-08-30 10:28:35,case_2244
Create SW anomaly,2024-09-03 08:01:07,case_2244
Resolve ticket,2024-09-18 08:58:23,case_2244
Closed,2024-11-04 10:57:36,case_2244
Assign seriousness,2024-08-01 05:14:02,case_2245
Take in charge ticket,2024-08-05 08:16:39,case_2245
Wait,2024-08-09 17:35:01,case_2245
Wait,2024-08-09 17:35:01,case_2245
Require upgrade,2024-08-19 16:06:22,case_2245
Resolve ticket,2024-09-11 08:41:38,case_2245
Closed,2024-10-04 08:50:45,case_2245
Assign seriousness,2024-08-01 02:19:28,case_2246
Take in charge ticket,2024-08-12 18:01:23,case_2246
VERIFIED,2024-08-19 18:57:46,case_2246
Insert ticket,2024-09-02 14:18:53,case_2246
Insert ticket,2024-09-09 10:31:00,case_2246
Resolve ticket,2024-09-11 09:56:11,case_2246
Closed,2024-10-22 19:13:12,case_2246
Assign seriousness,2024-08-01 00:00:05,case_2247
Take in charge ticket,2024-08-02 08:53:27,case_2247
Insert ticket,2024-08-07 12:52:01,case_2247
INVALID,2024-08-12 11:14:16,case_2247
Insert ticket,2024-08-20 08:13:52,case_2247
Resolve ticket,2024-08-20 08:13:52,case_2247
Closed,2024-09-09 17:17:14,case_2247
Assign seriousness,2024-07-31 23:49:49,case_2248
Take in charge ticket,2024-08-08 20:22:15,case_2248
Wait,2024-08-12 10:12:38,case_2248
Require upgrade,2024-08-15 08:30:59,case_2248
Insert ticket,2024-08-26 08:12:17,case_2248
Resolve ticket,2024-08-26 08:12:17,case_2248
Closed,2024-09-04 08:19:56,case_2248
Assign seriousness,2024-08-01 00:35:52,case_2249
Take in charge ticket,2024-08-05 08:19:31,case_2249
Wait,2024-08-05 10:50:37,case_2249
RESOLVED,2024-08-05 10:50:37,case_2249
Create SW anomaly,2024-08-08 08:18:28,case_2249
Resolve ticket,2024-08-29 08:04:07,case_2249
Closed,2024-10-25 08:55:44,case_2249
Assign seriousness,2024-07-31 23:41:38,case_2250
Take in charge ticket,2024-08-01 08:41:38,case_2250
Resolve SW anomaly,2024-08-22 12:16:41,case_2250
VERIFIED,2024-09-02 08:34:13,case_2250
VERIFIED,2024-09-17 08:08:49,case_2250
Resolve ticket,2024-10-04 08:46:55,case_2250
Closed,2024-11-13 08:50:21,case_2250
Assign seriousness,2024-07-31 23:50:05,case_2251
Take in charge ticket,2024-08-06 11:17:37,case_2251
INVALID,2024-08-12 08:58:48,case_2251
Insert ticket,2024-08-19 19:58:24,case_2251
Schedule intervention,2024-08-22 08:30:52,case_2251
Resolve ticket,2024-09-02 08:45:56,case_2251
Closed,2024-09-17 08:48:52,case_2251
Assign seriousness,2024-08-01 00:42:55,case_2252
Take in charge ticket,2024-08-01 08:42:55,case_2252
Require upgrade,2024-08-07 08:38:00,case_2252
Require upgrade,2024-08-07 12:16:55,case_2252
Wait,2024-08-19 09:49:33,case_2252
Resolve ticket,2024-08-26 18:46:50,case_2252
Closed,2024-09-12 08:12:08,case_2252
Assign seriousness,2024-08-01 01:12:58,case_2253
Take in charge ticket,2024-08-01 08:12:58,case_2253
INVALID,2024-08-09 12:53:41,case_2253
Create SW anomaly,2024-08-19 08:53:16,case_2253
INVALID,2024-08-19 08:53:16,case_2253
Resolve ticket,2024-08-26 19:52:52,case_2253
Closed,2024-10-07 08:25:28,case_2253
Assign seriousness,2024-08-01 14:34:20,case_2254
Take in charge ticket,2024-08-05 08:19:35,case_2254
Create SW anomaly,2024-08-05 08:19:35,case_2254
Schedule intervention,2024-08-09 17:33:00,case_2254
Insert ticket,2024-08-14 11:07:49,case_2254
Resolve ticket,2024-08-19 09:36:20,case_2254
Closed,2024-09-25 09:15:50,case_2254
Assign seriousness,2024-08-01 10:18:24,case_2255
Take in charge ticket,2024-08-01 17:15:01,case_2255
Insert ticket,2024-08-12 08:44:34,case_2255
INVALID,2024-08-12 08:44:34,case_2255
Wait,2024-08-19 19:44:09,case_2255
Resolve ticket,2024-08-30 10:59:42,case_2255
Closed,2024-09-30 08:26:19,case_2255
Assign seriousness,2024-07-31 23:50:27,case_2256
Take in charge ticket,2024-08-05 11:36:41,case_2256
Wait,2024-08-08 08:36:55,case_2256
Schedule intervention,2024-08-26 08:07:44,case_2256
Wait,2024-09-02 08:06:13,case_2256
Resolve ticket,2024-09-04 15:00:34,case_2256
Closed,2024-10-21 08:01:53,case_2256
Assign seriousness,2024-07-31 23:53:19,case_2257
Take in charge ticket,2024-08-01 08:53:19,case_2257
Insert ticket,2024-08-12 08:20:32,case_2257
Insert ticket,2024-08-21 20:21:13,case_2257
Create SW anomaly,2024-08-23 09:19:01,case_2257
Resolve ticket,2024-09-18 08:38:21,case_2257
Closed,2024-10-07 08:34:54,case_2257
Assign seriousness,2024-08-01 00:52:12,case_2258
Take in charge ticket,2024-08-08 08:42:56,case_2258
Insert ticket,2024-08-14 13:23:11,case_2258
VERIFIED,2024-08-19 09:53:29,case_2258
Require upgrade,2024-09-02 14:46:13,case_2258
Resolve ticket,2024-09-02 14:46:13,case_2258
Closed,2024-10-11 08:04:49,case_2258
Assign seriousness,2024-07-31 23:09:08,case_2259
Take in charge ticket,2024-08-01 08:09:08,case_2259
Insert ticket,2024-08-05 11:35:55,case_2259
Create SW anomaly,2024-08-12 08:40:05,case_2259
Wait,2024-08-19 08:34:27,case_2259
Resolve ticket,2024-09-16 08:45:43,case_2259
Closed,2024-10-30 20:38:24,case_2259
Assign seriousness,2024-08-01 01:21:14,case_2260
Take in charge ticket,2024-08-01 08:21:14,case_2260
VERIFIED,2024-08-05 08:27:10,case_2260
RESOLVED,2024-08-19 16:40:04,case_2260
Insert ticket,2024-08-19 16:40:04,case_2260
Resolve ticket,2024-08-23 08:28:53,case_2260
Closed,2024-09-23 08:29:41,case_2260
Assign seriousness,2024-08-01 02:28:08,case_2261
Take in charge ticket,2024-08-01 08:28:08,case_2261
VERIFIED,2024-08-08 08:38:46,case_2261
Insert ticket,2024-08-23 19:04:41,case_2261
Insert ticket,2024-08-27 17:12:57,case_2261
Resolve ticket,2024-08-29 13:14:47,case_2261
Closed,2024-10-08 08:19:32,case_2261
Assign seriousness,2024-08-01 02:20:41,case_2262
Take in charge ticket,2024-08-07 13:04:58,case_2262
Insert ticket,2024-08-14 08:02:19,case_2262
VERIFIED,2024-08-14 08:02:19,case_2262
Resolve SW anomaly,2024-08-29 08:11:30,case_2262
Resolve ticket,2024-09-30 14:27:21,case_2262
Closed,2024-10-28 08:51:16,case_2262
Assign seriousness,2024-07-31 23:53:18,case_2263
Take in charge ticket,2024-08-15 10:56:21,case_2263
Schedule intervention,2024-08-19 08:19:06,case_2263
Require upgrade,2024-08-26 10:55:12,case_2263
Insert ticket,2024-09-06 19:40:20,case_2263
Resolve ticket,2024-09-10 17:28:05,case_2263
Closed,2024-09-23 20:07:02,case_2263
Assign seriousness,2024-08-01 01:03:27,case_2264
Take in charge ticket,2024-08-01 08:03:27,case_2264
Insert ticket,2024-08-02 09:42:16,case_2264
Insert ticket,2024-08-06 08:30:19,case_2264
RESOLVED,2024-08-13 08:25:04,case_2264
Resolve ticket,2024-08-19 09:31:35,case_2264
Closed,2024-08-26 08:23:32,case_2264
Assign seriousness,2024-08-01 00:32:35,case_2265
Take in charge ticket,2024-08-15 08:00:55,case_2265
Create SW anomaly,2024-08-19 11:32:04,case_2265
Insert ticket,2024-08-20 16:38:04,case_2265
Require upgrade,2024-08-26 08:24:59,case_2265
Resolve ticket,2024-09-09 15:21:27,case_2265
Closed,2024-10-04 08:02:04,case_2265
Assign seriousness,2024-07-31 23:43:39,case_2266
Take in charge ticket,2024-08-05 17:02:28,case_2266
RESOLVED,2024-08-08 16:51:09,case_2266
Insert ticket,2024-08-12 20:53:17,case_2266
Insert ticket,2024-08-13 08:59:09,case_2266
Resolve ticket,2024-08-13 08:59:09,case_2266
Closed,2024-09-16 13:54:45,case_2266
Assign seriousness,2024-07-31 23:22:32,case_2267
Take in charge ticket,2024-08-07 08:14:15,case_2267
INVALID,2024-08-14 18:57:24,case_2267
Wait,2024-08-22 08:57:00,case_2267
Insert ticket,2024-09-02 08:10:37,case_2267
Resolve ticket,2024-09-03 09:14:09,case_2267
Closed,2024-10-15 17:01:49,case_2267
Assign seriousness,2024-07-31 23:24:15,case_2268
Take in charge ticket,2024-08-01 08:24:15,case_2268
VERIFIED,2024-08-05 08:17:14,case_2268
Insert ticket,2024-08-19 08:37:58,case_2268
Require upgrade,2024-08-26 12:19:44,case_2268
Resolve ticket,2024-09-17 08:07:27,case_2268
Closed,2024-10-25 12:57:19,case_2268
Assign seriousness,2024-07-31 23:56:49,case_2269
Take in charge ticket,2024-08-09 15:49:13,case_2269
RESOLVED,2024-08-12 13:44:27,case_2269
INVALID,2024-08-12 13:44:27,case_2269
Insert ticket,2024-08-20 08:44:02,case_2269
Resolve ticket,2024-08-26 15:13:46,case_2269
Closed,2024-09-26 18:50:06,case_2269
Assign seriousness,2024-07-31 23:30:18,case_2270
Take in charge ticket,2024-08-01 08:30:18,case_2270
Insert ticket,2024-08-06 12:21:44,case_2270
Insert ticket,2024-08-06 12:21:44,case_2270
VERIFIED,2024-08-06 12:21:44,case_2270
Resolve ticket,2024-08-21 08:31:12,case_2270
Closed,2024-09-30 08:30:14,case_2270
Assign seriousness,2024-08-01 00:18:39,case_2271
Take in charge ticket,2024-08-05 08:19:35,case_2271
Wait,2024-08-05 08:19:35,case_2271
Insert ticket,2024-08-09 12:27:21,case_2271
VERIFIED,2024-08-09 12:27:21,case_2271
Resolve ticket,2024-08-26 08:36:22,case_2271
Closed,2024-09-16 08:32:44,case_2271
Assign seriousness,2024-08-01 10:49:46,case_2272
Take in charge ticket,2024-08-12 08:35:27,case_2272
Insert ticket,2024-08-21 12:21:46,case_2272
RESOLVED,2024-08-21 12:21:46,case_2272
Wait,2024-08-22 09:08:27,case_2272
Resolve ticket,2024-09-03 19:11:46,case_2272
Closed,2024-09-26 10:01:39,case_2272
Assign seriousness,2024-08-01 00:13:39,case_2273
Take in charge ticket,2024-08-05 08:35:45,case_2273
RESOLVED,2024-08-08 20:16:48,case_2273
Wait,2024-08-08 20:16:48,case_2273
VERIFIED,2024-08-08 20:16:48,case_2273
Resolve ticket,2024-08-23 11:28:09,case_2273
Closed,2024-09-18 09:43:05,case_2273
Assign seriousness,2024-08-01 00:28:07,case_2274
Take in charge ticket,2024-08-01 08:28:07,case_2274
Resolve SW anomaly,2024-08-22 12:03:10,case_2274
Insert ticket,2024-09-09 08:08:09,case_2274
VERIFIED,2024-09-11 08:51:03,case_2274
Resolve ticket,2024-09-25 08:43:34,case_2274
Closed,2024-11-04 17:09:46,case_2274
Assign seriousness,2024-08-01 00:17:12,case_2275
Take in charge ticket,2024-08-01 08:17:12,case_2275
INVALID,2024-08-07 15:13:03,case_2275
Wait,2024-08-15 08:12:39,case_2275
RESOLVED,2024-08-28 08:03:57,case_2275
Resolve ticket,2024-08-28 08:03:57,case_2275
Closed,2024-09-23 08:11:59,case_2275
Assign seriousness,2024-08-01 00:22:01,case_2276
Take in charge ticket,2024-08-01 08:22:01,case_2276
Require upgrade,2024-08-07 08:40:26,case_2276
Require upgrade,2024-08-14 15:21:21,case_2276
RESOLVED,2024-09-03 10:39:31,case_2276
Resolve ticket,2024-09-05 10:48:23,case_2276
Closed,2024-10-02 08:01:34,case_2276
Assign seriousness,2024-08-01 00:52:02,case_2277
Take in charge ticket,2024-08-12 08:17:11,case_2277
Insert ticket,2024-08-19 08:12:40,case_2277
Create SW anomaly,2024-08-27 08:57:50,case_2277
Resolve SW anomaly,2024-08-27 19:48:42,case_2277
Resolve ticket,2024-09-10 08:02:55,case_2277
Closed,2024-09-27 08:35:42,case_2277
Assign seriousness,2024-07-31 23:52:57,case_2278
Take in charge ticket,2024-08-01 08:52:57,case_2278
Schedule intervention,2024-08-08 08:35:41,case_2278
Create SW anomaly,2024-08-13 17:03:45,case_2278
Insert ticket,2024-08-26 08:40:35,case_2278
Resolve ticket,2024-09-02 14:49:43,case_2278
Closed,2024-10-18 17:23:21,case_2278
Assign seriousness,2024-07-31 23:06:12,case_2279
Take in charge ticket,2024-08-01 08:06:12,case_2279
Wait,2024-08-01 08:06:12,case_2279
Insert ticket,2024-08-15 08:11:18,case_2279
Resolve SW anomaly,2024-08-20 08:39:37,case_2279
Resolve ticket,2024-09-11 17:45:22,case_2279
Closed,2024-10-18 18:31:12,case_2279
Assign seriousness,2024-08-01 03:43:24,case_2280
Take in charge ticket,2024-08-06 20:00:47,case_2280
RESOLVED,2024-08-15 14:15:12,case_2280
Wait,2024-08-19 09:42:00,case_2280
Insert ticket,2024-08-22 16:14:44,case_2280
Resolve ticket,2024-08-28 14:31:46,case_2280
Closed,2024-09-13 18:50:26,case_2280
Assign seriousness,2024-07-31 23:19:34,case_2281
Take in charge ticket,2024-08-09 12:45:08,case_2281
Insert ticket,2024-08-12 08:38:43,case_2281
Insert ticket,2024-08-16 12:07:35,case_2281
Insert ticket,2024-08-16 12:07:35,case_2281
Resolve ticket,2024-08-21 15:56:14,case_2281
Closed,2024-09-23 18:22:35,case_2281
Assign seriousness,2024-07-31 23:43:20,case_2282
Take in charge ticket,2024-08-01 08:43:20,case_2282
Insert ticket,2024-08-08 10:28:12,case_2282
Wait,2024-08-09 08:25:11,case_2282
Create SW anomaly,2024-08-23 13:34:59,case_2282
Resolve ticket,2024-09-09 08:35:29,case_2282
Closed,2024-10-16 11:36:58,case_2282
Assign seriousness,2024-08-01 04:27:23,case_2283
Take in charge ticket,2024-08-01 08:27:23,case_2283
Wait,2024-08-01 12:07:58,case_2283
Insert ticket,2024-08-05 19:10:26,case_2283
Resolve SW anomaly,2024-08-12 08:33:44,case_2283
Resolve ticket,2024-09-16 08:36:36,case_2283
Closed,2024-10-09 10:26:16,case_2283
Assign seriousness,2024-07-31 23:19:18,case_2284
Take in charge ticket,2024-08-09 15:51:43,case_2284
Require upgrade,2024-08-09 15:51:43,case_2284
Resolve SW anomaly,2024-08-19 08:53:59,case_2284
Wait,2024-08-27 08:37:36,case_2284
Resolve ticket,2024-08-27 08:37:36,case_2284
Closed,2024-09-10 08:49:46,case_2284
Assign seriousness,2024-08-01 04:41:02,case_2285
Take in charge ticket,2024-08-06 08:10:25,case_2285
RESOLVED,2024-08-12 08:27:28,case_2285
Schedule intervention,2024-08-16 08:07:34,case_2285
VERIFIED,2024-08-21 14:04:00,case_2285
Resolve ticket,2024-09-05 08:47:15,case_2285
Closed,2024-10-15 13:29:36,case_2285
Assign seriousness,2024-07-31 23:47:08,case_2286
Take in charge ticket,2024-08-05 08:49:11,case_2286
Insert ticket,2024-08-06 08:25:48,case_2286
INVALID,2024-08-13 10:06:14,case_2286
Create SW anomaly,2024-08-21 08:05:49,case_2286
Resolve ticket,2024-08-22 19:52:46,case_2286
Closed,2024-09-23 08:52:37,case_2286
Assign seriousness,2024-08-01 00:09:57,case_2287
Take in charge ticket,2024-08-01 08:09:57,case_2287
Create SW anomaly,2024-08-01 09:03:36,case_2287
INVALID,2024-08-07 08:04:35,case_2287
RESOLVED,2024-08-14 19:04:11,case_2287
Resolve ticket,2024-08-16 08:55:48,case_2287
Closed,2024-09-12 08:55:16,case_2287
Assign seriousness,2024-07-31 23:13:31,case_2288
Take in charge ticket,2024-08-09 15:25:29,case_2288
Insert ticket,2024-08-19 08:22:59,case_2288
Create SW anomaly,2024-08-30 08:32:51,case_2288
Insert ticket,2024-09-09 08:05:56,case_2288
Resolve ticket,2024-09-16 17:38:08,case_2288
Closed,2024-10-03 08:48:28,case_2288
Assign seriousness,2024-07-31 23:57:23,case_2289
Take in charge ticket,2024-08-08 08:02:24,case_2289
VERIFIED,2024-08-13 12:39:23,case_2289
Create SW anomaly,2024-08-27 08:15:21,case_2289
Create SW anomaly,2024-08-27 09:20:25,case_2289
Resolve ticket,2024-09-26 08:03:59,case_2289
Closed,2024-11-04 16:41:48,case_2289
Assign seriousness,2024-08-01 02:37:01,case_2290
Take in charge ticket,2024-08-05 08:28:34,case_2290
INVALID,2024-08-09 13:15:22,case_2290
Insert ticket,2024-08-19 08:14:57,case_2290
Insert ticket,2024-08-26 08:24:47,case_2290
Resolve ticket,2024-08-26 08:24:47,case_2290
Closed,2024-10-21 14:42:19,case_2290
Assign seriousness,2024-08-01 16:41:38,case_2291
Take in charge ticket,2024-08-01 16:41:38,case_2291
Insert ticket,2024-08-05 17:26:20,case_2291
Wait,2024-08-12 08:35:41,case_2291
Require upgrade,2024-08-26 08:41:04,case_2291
Resolve ticket,2024-09-05 16:34:51,case_2291
Closed,2024-10-07 12:25:46,case_2291
Assign seriousness,2024-08-01 00:18:10,case_2292
Take in charge ticket,2024-08-06 08:27:37,case_2292
Create SW anomaly,2024-08-07 08:52:03,case_2292
Create SW anomaly,2024-08-07 09:57:07,case_2292
Wait,2024-08-14 20:54:02,case_2292
Resolve ticket,2024-09-02 08:06:14,case_2292
Closed,2024-09-23 12:43:03,case_2292
Assign seriousness,2024-07-31 23:12:22,case_2293
Take in charge ticket,2024-08-05 08:54:13,case_2293
