prefix_length;ground_truth;predicted;prediction_probs
4;3;3;[2.6095780e-03,2.3153748e-03,1.5834143e-02,3.4845483e-01,1.9632837e-04,8.2078000e-04,2.7918287e-03,1.8688690e-02,5.6433383e-02,1.9985466e-01,3.3928096e-01,3.3579222e-03,3.6815850e-03,1.7347833e-03,3.3053124e-04,1.1236111e-03,2.4909771e-03]
5;9;10;[1.6701333e-03,6.2726776e-04,7.2561330e-03,1.1596791e-02,2.6885844e-05,1.2117221e-05,1.3824247e-04,5.8350555e-04,9.9598954e-04,4.6829644e-01,5.0476009e-01,1.2018097e-03,2.2970872e-04,1.4463044e-04,4.6846209e-05,2.2787526e-03,1.3475229e-04]
6;10;10;[2.6773007e-03,1.1412539e-03,1.4319207e-02,1.3394742e-02,1.1178323e-03,7.7636237e-04,1.1206357e-04,4.2979154e-03,2.5812564e-02,2.6416032e-02,9.0697694e-01,1.8740182e-03,2.7676893e-04,8.5855034e-05,4.9471626e-05,6.3888385e-04,3.2791744e-05]
7;8;2;[4.1799087e-02,1.7693958e-01,5.2177966e-01,7.6957177e-03,2.8595361e-05,1.9591196e-05,2.6916297e-05,4.2100608e-02,1.9893955e-01,3.0552801e-03,3.9698291e-03,1.4225751e-03,5.3795875e-04,2.9022846e-04,1.7769246e-04,1.1453930e-03,7.1775423e-05]
8;0;2;[2.4970448e-02,7.7293873e-02,8.2067531e-01,8.7075075e-03,2.3869061e-04,1.6377462e-05,1.3854766e-04,4.8021596e-02,2.5652279e-03,2.6814197e-03,1.0870382e-02,3.0390578e-03,1.7913386e-04,1.6105150e-04,2.0762380e-04,1.7573797e-04,5.7886555e-05]
2;5;5;[6.3152067e-05,5.1880511e-03,4.7280882e-03,2.7642807e-02,1.2016113e-05,8.7908721e-01,1.2652933e-03,3.7887502e-03,1.4904571e-02,2.1109333e-02,1.9275418e-02,3.1923116e-03,2.7494160e-03,1.1775558e-03,8.2423147e-03,3.7304063e-03,3.8432172e-03]
3;10;10;[4.82207164e-02,2.52427231e-03,2.34430330e-03,2.65864104e-01,3.08347589e-05,9.93566122e-04,2.98275176e-04,1.12457145e-02,2.29201868e-01,1.58272430e-01,2.69208074e-01,8.16453306e-04,2.57421634e-03,2.15294585e-03,1.11068354e-03,1.55383884e-03,3.58767994e-03]
4;9;3;[2.24036165e-03,2.65854993e-03,2.25425083e-02,6.64618850e-01,7.37448718e-05,8.08655808e-04,7.73317006e-04,1.49313165e-02,6.28097635e-03,2.33284473e-01,4.02628407e-02,3.09223123e-03,4.28008102e-03,1.36552739e-03,4.43387136e-04,1.89469638e-03,4.48396167e-04]
5;3;3;[2.4133602e-03,6.9332903e-04,3.8326734e-03,9.1790628e-01,1.9710084e-05,1.5566021e-03,6.1274244e-04,9.0918661e-04,1.7111425e-03,7.2557330e-03,5.7040792e-02,9.9483959e-04,3.7297379e-04,1.3838321e-04,3.6978585e-04,4.0634223e-03,1.0900541e-04]
6;8;8;[8.8758050e-03,5.2075167e-03,2.3730868e-02,9.0889103e-04,1.5657166e-05,3.0197471e-04,1.5997070e-05,2.7518880e-01,6.8038630e-01,7.3284120e-04,3.2323091e-03,6.7356025e-04,1.9531325e-04,8.4156498e-05,3.3909811e-05,1.6370784e-04,2.5242171e-04]
7;7;7;[2.67242052e-04,4.51904605e-04,3.78703629e-03,1.94486347e-04,1.60161380e-05,2.76765059e-06,2.88987030e-06,9.93936241e-01,5.11851453e-04,1.43339203e-04,4.87697369e-04,1.05050378e-04,4.82502073e-05,1.94714885e-05,5.00301985e-06,7.54156463e-06,1.31800325e-05]
8;0;2;[1.20098606e-01,4.79472913e-02,8.20819736e-01,3.87336197e-03,1.61687094e-05,6.02617047e-06,1.31572888e-04,4.11644636e-04,4.16708703e-04,4.80644841e-04,3.94706847e-03,9.52675706e-04,3.24693538e-05,6.23688393e-05,2.86034454e-04,5.58490319e-05,4.61886637e-04]
2;5;5;[6.7149544e-05,6.9744694e-03,6.1061229e-03,2.7205480e-02,1.2270359e-05,8.6550117e-01,1.1677715e-03,4.3470291e-03,1.7090799e-02,2.2823036e-02,1.9314023e-02,4.2436584e-03,3.4089210e-03,1.5683211e-03,1.0807348e-02,5.0690956e-03,4.2932942e-03]
3;10;10;[4.3720253e-02,3.3214758e-03,2.9185563e-03,2.7187172e-01,3.6370358e-05,1.1947517e-03,2.8165046e-04,1.4205247e-02,2.2473642e-01,1.4970627e-01,2.7203512e-01,1.1286472e-03,3.5013175e-03,2.9244185e-03,1.5525538e-03,2.0306429e-03,4.8345723e-03]
4;3;3;[1.9627335e-03,2.8839407e-03,2.2915635e-02,6.6194832e-01,5.9478411e-05,8.1903994e-04,6.2569493e-04,1.6974861e-02,6.6053355e-03,2.2642964e-01,4.5650076e-02,3.5405867e-03,5.0159795e-03,1.4628801e-03,4.6419943e-04,2.0772375e-03,5.6431437e-04]
5;0;9;[1.7480893e-01,1.5959194e-03,1.0303933e-01,8.9568961e-03,1.0722935e-04,1.0594245e-03,1.9760120e-03,2.7266899e-02,3.7486948e-02,6.1714029e-01,2.0134084e-02,3.1990490e-03,2.0549046e-04,4.0411740e-04,7.0045795e-04,1.6181122e-03,3.0080328e-04]
2;5;5;[5.9844482e-05,2.7462263e-03,2.8044437e-03,2.7825167e-02,1.3300351e-05,8.9921385e-01,1.5042482e-03,3.1504128e-03,1.1013273e-02,1.7748939e-02,1.8351765e-02,1.9423647e-03,1.8805078e-03,7.0353056e-04,5.4358719e-03,2.0735417e-03,3.5325794e-03]
3;7;3;[4.9030680e-02,1.7338360e-03,1.6124472e-03,2.7780098e-01,2.7737125e-05,8.8188652e-04,3.3970972e-04,8.2645994e-03,2.1477872e-01,1.7319968e-01,2.6472697e-01,4.8863876e-04,1.6269051e-03,1.3403363e-03,6.9983525e-04,1.1971765e-03,2.2498411e-03]
4;8;3;[2.9775233e-03,1.7657374e-03,1.2455563e-02,3.6690184e-01,2.3668130e-04,6.0325704e-04,4.1114381e-03,1.3216467e-02,5.3714216e-02,2.1635409e-01,3.1997979e-01,2.1286258e-03,2.1482825e-03,1.2179841e-03,1.8756023e-04,8.9340558e-04,1.1075435e-03]
5;10;10;[3.3932755e-04,7.8368088e-05,1.1453774e-03,2.1009876e-01,4.2925077e-04,3.2194980e-04,1.8343314e-03,2.6736099e-03,7.4300094e-04,1.2511799e-01,6.5615839e-01,3.6200925e-04,1.1954403e-04,1.3848465e-04,2.4150180e-05,3.7779458e-04,3.7809081e-05]
6;3;3;[5.4967467e-04,2.0422968e-04,3.9133424e-04,6.5514851e-01,3.1941156e-06,4.0828338e-05,4.0968219e-04,7.7127137e-05,1.2024138e-04,3.2487428e-01,1.6924430e-02,1.8802719e-04,2.4751524e-05,2.5578927e-05,1.7171193e-05,9.8609529e-04,1.4832167e-05]
7;9;9;[8.8693127e-03,2.4189586e-03,2.0914199e-02,1.1824364e-02,1.5148583e-04,2.7730389e-04,7.8352325e-04,1.6238123e-02,3.6488581e-03,9.1278023e-01,1.6625894e-02,4.7895433e-03,6.8118781e-05,7.0515882e-05,1.3346380e-05,1.6549401e-04,3.6064093e-04]
8;2;2;[6.3181207e-02,8.7936528e-02,7.8128165e-01,9.7995270e-03,5.2400665e-05,9.3969247e-05,3.4189721e-05,2.4373161e-02,6.6249561e-03,5.6701442e-03,1.7789816e-02,2.6336552e-03,8.6401502e-05,1.2678307e-04,4.0885563e-05,1.6683465e-04,1.0781438e-04]
9;2;3;[3.2368305e-03,2.5066612e-02,1.4172125e-01,3.5100415e-01,3.0569492e-05,6.3775697e-05,2.7821487e-04,8.9063862e-05,8.4188860e-04,2.1612110e-02,2.6887178e-01,1.7996824e-01,6.1654458e-03,3.0742935e-04,3.3485252e-05,6.4922264e-04,5.9997939e-05]
10;10;3;[2.11424800e-03,6.59009069e-03,2.38619037e-02,4.91916209e-01,2.54184779e-05,1.23094447e-04,3.07206676e-04,1.66464830e-04,5.03054820e-04,4.06638347e-02,3.22495639e-01,1.06144145e-01,4.16060537e-03,3.97562602e-04,3.42477433e-05,3.18103295e-04,1.78251736e-04]
11;3;3;[1.1275205e-03,1.3340780e-03,1.2660430e-02,8.7196243e-01,2.0009099e-06,1.4125803e-05,2.8675902e-04,9.5734817e-05,5.0081369e-05,9.8737981e-03,8.1009649e-02,2.0249613e-02,5.9856323e-04,3.6793368e-04,1.7830286e-04,7.2544914e-05,1.1638127e-04]
12;3;10;[5.62084606e-03,3.20030539e-03,1.24238625e-01,2.36022770e-01,1.20949073e-04,5.17193366e-05,7.58676848e-04,4.58843308e-04,5.48187876e-04,2.56312266e-02,2.95965463e-01,2.95233369e-01,4.66568954e-03,4.45655594e-03,2.01303628e-03,2.96705170e-04,7.17012095e-04]
13;10;10;[1.9672439e-03,5.1340921e-04,4.5781666e-03,8.2703888e-02,5.0856338e-06,3.9525356e-05,3.1443452e-04,6.0706225e-05,2.2318300e-04,6.4311959e-03,8.1926966e-01,7.3977798e-02,1.8048469e-03,4.8375721e-03,1.8345643e-03,2.0967860e-04,1.2289817e-03]
14;10;11;[2.0032311e-03,1.6780951e-03,2.7143611e-02,1.6073304e-01,9.2901377e-05,4.5519573e-05,8.4804778e-05,5.4107717e-05,2.5714771e-04,2.7761906e-03,2.3298152e-01,5.5048871e-01,7.8044408e-03,8.6137159e-03,4.2096819e-03,3.7305817e-04,6.6022761e-04]
15;10;3;[1.6059434e-02,1.7766184e-03,7.0827347e-03,8.4234548e-01,1.2157369e-06,1.4824559e-05,5.8553196e-05,1.3338674e-05,3.5496869e-05,1.2127269e-03,7.4772336e-02,4.8131742e-02,4.6413665e-04,5.3640729e-04,1.3801380e-03,1.4377151e-04,5.9709703e-03]
16;10;10;[3.4311046e-03,2.0025626e-03,1.5269049e-02,1.9648728e-01,4.8596234e-05,7.9930011e-05,4.0608629e-05,8.6476421e-06,3.0977675e-04,1.5449132e-03,3.7422666e-01,3.6432323e-01,7.4366173e-03,1.6757548e-02,1.3972294e-02,1.8533018e-03,2.2078846e-03]
17;10;10;[5.9307106e-03,5.6613660e-03,7.8464616e-03,3.8339105e-01,2.1232634e-05,7.5676791e-05,4.2783980e-05,1.1562338e-05,1.3542267e-04,2.0147287e-03,4.0968293e-01,1.4181510e-01,1.6019013e-02,1.2765985e-02,7.9057887e-03,1.8631640e-03,4.8171314e-03]
18;3;10;[2.81552388e-03,3.04076727e-03,5.21310512e-03,3.59919786e-01,1.67020171e-05,5.47850104e-05,3.15478756e-05,3.21377638e-06,1.12680733e-04,2.28590472e-03,4.73428994e-01,1.16518654e-01,1.42299645e-02,9.67300776e-03,9.21246223e-03,1.80805638e-03,1.63482362e-03]
19;9;10;[3.7096576e-03,3.8390232e-03,1.5379560e-02,2.2546735e-01,1.1876797e-04,3.4840978e-05,6.5243221e-05,1.7080296e-05,5.1348412e-04,8.5859010e-03,4.6393526e-01,2.1184260e-01,2.1368900e-02,1.2886491e-02,2.7856816e-02,2.1714210e-03,2.2075530e-03]
20;10;10;[1.2658259e-01,1.7425438e-02,1.5967531e-02,1.6392243e-01,6.6562243e-05,1.1482189e-03,2.4250752e-04,6.8234128e-04,6.8776117e-04,2.9889563e-02,6.0070986e-01,7.0770555e-03,8.9693917e-03,4.0728417e-03,2.3622829e-03,5.2321339e-03,1.4961551e-02]
21;3;3;[8.90522264e-03,3.17358063e-03,3.60844005e-03,6.04632139e-01,1.46474531e-05,8.58151470e-05,1.09046436e-04,7.33044872e-05,2.10078477e-04,4.41195667e-02,3.06618840e-01,1.25091840e-02,6.14614505e-03,1.40478299e-03,3.54476669e-03,3.71230557e-03,1.13209698e-03]
22;10;10;[4.6202959e-03,1.7301275e-03,1.4114041e-02,1.0066103e-01,1.0478164e-03,1.9549583e-04,2.6246897e-04,1.6348173e-04,1.6483614e-03,1.9154885e-01,5.5585492e-01,8.5219167e-02,1.8352471e-02,5.0502606e-03,1.6144205e-02,2.0834343e-03,1.3036567e-03]
23;13;3;[7.3304391e-03,6.0322015e-03,1.8038817e-02,5.8908647e-01,1.6909122e-05,4.8646347e-05,1.1578362e-04,1.5299220e-04,2.7753206e-04,3.9928582e-02,3.0393878e-01,1.5368139e-02,5.4131998e-03,1.5264875e-03,7.5176274e-03,8.3747663e-04,4.3700286e-03]
24;0;0;[8.6232156e-01,1.4970837e-04,4.6923145e-05,3.0038792e-03,9.0131103e-08,1.9947032e-05,3.0036008e-06,2.0845206e-05,4.9816767e-06,4.1732521e-04,3.6178846e-03,7.1142236e-04,2.6899608e-05,2.0863653e-04,1.8695388e-03,8.3651306e-04,1.2674090e-01]
2;5;5;[5.6927496e-05,3.5416549e-03,2.9106170e-03,2.9291010e-02,1.0187934e-05,8.9989752e-01,1.2845601e-03,2.3769292e-03,9.7311214e-03,1.8079370e-02,1.9103335e-02,1.9052809e-03,1.7409457e-03,7.1555638e-04,4.6408447e-03,2.2803096e-03,2.4339079e-03]
3;10;3;[5.1295735e-02,1.9491544e-03,2.0051422e-03,2.7175099e-01,3.0025773e-05,9.5298316e-04,3.8377740e-04,8.6178584e-03,2.2474344e-01,1.7068027e-01,2.6026142e-01,4.9389427e-04,1.5477422e-03,1.4933943e-03,7.0324604e-04,1.0851182e-03,2.0059263e-03]
4;3;3;[1.9864906e-03,1.8705585e-03,1.6909035e-02,6.7937559e-01,7.0867769e-05,6.2726921e-04,1.0142557e-03,1.3397072e-02,4.8810751e-03,2.3774965e-01,3.4922190e-02,2.0508254e-03,2.2956613e-03,8.2074560e-04,2.9369589e-04,1.4719820e-03,2.6297194e-04]
5;9;9;[1.1615502e-01,1.7327078e-03,1.1081986e-01,6.8337400e-03,2.1156759e-04,1.0625855e-03,2.9634067e-03,2.7351923e-02,3.3596583e-02,6.7428786e-01,1.9861128e-02,2.9637727e-03,1.1686969e-04,2.3318621e-04,3.7047951e-04,1.2099129e-03,2.2932286e-04]
6;0;8;[1.3928730e-02,3.3865292e-03,7.2562285e-02,1.1343813e-03,2.6695387e-04,6.0484762e-04,1.6919585e-05,1.8393154e-01,7.1257228e-01,2.0302746e-03,7.6157129e-03,1.2690852e-03,2.3829385e-04,1.3271604e-04,6.5720014e-05,1.6249642e-04,8.1285529e-05]
2;5;5;[6.2869483e-05,5.5631995e-03,4.1266144e-03,2.9333878e-02,9.7059446e-06,8.8753933e-01,1.2068115e-03,2.4647356e-03,1.1520645e-02,2.0128461e-02,1.9673351e-02,2.7106015e-03,2.1729344e-03,1.0535553e-03,6.3866391e-03,3.4648995e-03,2.5817303e-03]
3;8;3;[5.0245177e-02,2.6223876e-03,2.7247991e-03,2.6533350e-01,3.5843921e-05,1.1689162e-03,4.2956197e-04,1.0975131e-02,2.3789752e-01,1.5743035e-01,2.6149881e-01,7.1674999e-04,1.9938746e-03,2.1440617e-03,9.3087717e-04,1.2931470e-03,2.5592565e-03]
4;10;7;[6.58699646e-05,1.18611955e-04,9.61134501e-04,1.62198901e-01,4.63693810e-04,3.04544054e-04,6.38662255e-04,5.70598304e-01,2.90215085e-03,1.01767056e-01,1.56518087e-01,1.63988501e-03,1.09092426e-03,1.91435844e-04,4.14013630e-05,3.13251046e-04,1.86072357e-04]
5;9;3;[4.2906785e-04,2.9779490e-04,1.6186597e-03,6.8884826e-01,8.3410387e-06,1.7983127e-04,8.6591428e-04,1.7301199e-03,3.3059163e-04,2.4308918e-01,5.9819940e-02,4.9973524e-04,2.3803946e-04,1.0723040e-04,6.3979220e-05,1.7979553e-03,7.5312368e-05]
6;3;3;[9.0910943e-04,1.3698686e-03,3.0297481e-03,7.9218024e-01,7.0870658e-05,2.8930937e-03,3.0752592e-04,2.9826226e-02,2.5793584e-03,1.7922213e-02,1.4532840e-01,1.3487409e-03,3.3528102e-04,1.4035616e-04,9.0589470e-05,1.6331980e-03,3.5145404e-05]
7;7;7;[2.8331515e-03,2.6807874e-03,1.2915998e-02,1.3864549e-03,8.6580158e-06,2.9338837e-05,8.9495807e-06,9.6641755e-01,2.9313473e-03,2.4585791e-03,7.2012725e-03,4.2688390e-04,9.8073520e-05,1.1450166e-04,1.7667204e-05,9.4557836e-05,3.7611165e-04]
8;2;2;[1.2066894e-01,8.6417980e-02,7.7975768e-01,2.5382831e-03,2.0898909e-05,8.8492316e-06,1.2896712e-04,4.7904305e-04,1.2810422e-03,8.0550468e-04,4.8182351e-03,1.3317333e-03,4.7553796e-05,9.2312381e-05,2.6079069e-04,1.4407712e-04,1.1981144e-03]
9;3;3;[1.4807936e-02,3.1842262e-02,1.6261327e-01,3.7397799e-01,2.5875375e-04,2.8320421e-05,9.1729825e-04,6.4278815e-05,1.0101753e-03,1.7183617e-02,3.3096173e-01,5.9191491e-02,5.3997282e-03,7.2030403e-04,2.7028730e-04,4.3527037e-04,3.1737596e-04]
