case:concept:name,concept:name,time:timestamp
1752835769,Accepted,2025-10-06 17:57:10.388081+00:00
1752835769,Completed,2025-10-06 17:57:10.388181+00:00
1752835769,Unmatched,2026-04-24 08:37:29.632891+00:00
1752835770,Queued,2024-08-12 20:43:11.023987+00:00
1752835770,Queued,2024-08-12 20:43:11.024087+00:00
1752835770,Accepted,2024-08-29 08:07:26.615243+00:00
1752835770,Accepted,2024-08-29 08:07:26.615343+00:00
1752835770,Accepted,2025-05-01 09:39:00.321574+00:00
1752835770,Accepted,2025-05-01 09:39:00.321674+00:00
1752835770,Accepted,2025-07-10 16:46:15.047947+00:00
1752835770,Completed,2025-07-10 16:46:15.048047+00:00
1752835771,Queued,2024-08-12 14:37:04.370764+00:00
1752835771,Queued,2024-08-12 14:37:04.370864+00:00
1752835771,Accepted,2024-12-23 08:13:27.539077+00:00
1752835771,Accepted,2025-08-18 17:52:08.429377+00:00
1752835771,Accepted,2026-07-24 08:01:57.944297+00:00
1752835771,Accepted,2026-07-24 08:01:57.944397+00:00
1752835771,Completed,2026-08-26 08:30:05.717109+00:00
1752835771,Unmatched,2026-08-31 08:06:57.277787+00:00
1752835772,Queued,2024-08-13 10:57:36.510866+00:00
1752835772,Queued,2024-08-13 10:57:36.510966+00:00
1752835772,Queued,2024-10-14 18:52:58.179043+00:00
1752835772,Queued,2024-10-14 18:52:58.179143+00:00
1752835772,Accepted,2024-10-29 11:05:30.842689+00:00
1752835772,Accepted,2024-10-30 08:39:16.383516+00:00
1752835772,Accepted,2024-10-30 08:39:16.383616+00:00
1752835772,Completed,2025-02-03 13:51:21.435860+00:00
1752835773,Queued,2024-08-12 14:51:37.164791+00:00
1752835773,Accepted,2024-08-12 14:51:37.164891+00:00
1752835773,Accepted,2024-09-16 08:07:42.270447+00:00
1752835773,Accepted,2025-02-26 08:19:06.034546+00:00
1752835773,Accepted,2025-06-09 11:29:15.531666+00:00
1752835773,Accepted,2025-06-09 11:29:15.531766+00:00
1752835773,Accepted,2025-08-11 12:01:55.820959+00:00
1752835773,Completed,2025-10-20 19:08:04.509977+00:00
1752835774,Queued,2024-08-12 15:37:04.761299+00:00
1752835774,Queued,2024-12-25 10:36:54.880642+00:00
1752835774,Accepted,2025-04-28 16:59:10.843315+00:00
1752835774,Accepted,2025-06-04 10:11:04.654794+00:00
1752835774,Accepted,2025-06-04 10:11:04.654894+00:00
1752835774,Accepted,2025-10-28 19:26:17.433089+00:00
1752835774,Completed,2026-04-13 08:54:04.798350+00:00
1752835774,Unmatched,2026-08-26 11:26:03.542331+00:00
1752835775,Queued,2024-08-12 17:40:30.417636+00:00
1752835775,Accepted,2024-08-12 17:40:30.417736+00:00
1752835775,Accepted,2024-08-12 17:40:30.417836+00:00
1752835775,Accepted,2024-08-12 17:40:30.417936+00:00
1752835775,Accepted,2025-01-03 08:19:04.221600+00:00
1752835775,Completed,2025-01-03 08:19:04.221700+00:00
1752835775,Unmatched,2025-01-27 09:02:09.014662+00:00
1752835775,Unmatched,2025-11-17 08:08:50.267893+00:00
1752835776,Queued,2024-08-12 15:53:03.337508+00:00
1752835776,Accepted,2024-08-12 15:53:03.337608+00:00
1752835776,Accepted,2025-02-10 10:29:31.386504+00:00
1752835776,Accepted,2026-01-12 14:15:55.496404+00:00
1752835776,Accepted,2026-01-12 14:15:55.496504+00:00
1752835776,Accepted,2026-01-12 14:15:55.496604+00:00
1752835776,Completed,2026-05-18 08:55:51.127322+00:00
1752835776,Unmatched,2026-10-02 08:33:20.027901+00:00
1752835778,Queued,2024-08-12 14:24:43.950182+00:00
1752835778,Accepted,2024-08-21 08:38:15.770765+00:00
1752835778,Accepted,2024-09-02 12:25:00.152600+00:00
1752835778,Accepted,2024-09-02 12:25:00.152700+00:00
1752835778,Accepted,2025-02-26 13:10:31.839130+00:00
1752835778,Accepted,2025-02-26 13:10:31.839230+00:00
1752835778,Completed,2025-02-26 13:10:31.839330+00:00
1752835778,Unmatched,2025-02-26 13:10:31.839430+00:00
1752835779,Queued,2024-08-12 21:03:10.492140+00:00
1752835779,Accepted,2024-09-04 13:51:23.520841+00:00
1752835779,Accepted,2024-09-04 13:51:23.520941+00:00
1752835779,Accepted,2024-09-04 13:51:23.521041+00:00
1752835779,Accepted,2025-05-02 08:00:19.443465+00:00
1752835779,Accepted,2025-12-03 08:58:01.018489+00:00
1752835779,Completed,2025-12-30 08:39:33.540745+00:00
1752835779,Unmatched,2026-06-10 12:25:32.596760+00:00
1752835780,Queued,2024-08-12 14:01:30.245804+00:00
1752835780,Accepted,2024-08-12 14:01:30.245904+00:00
1752835780,Accepted,2024-08-12 14:01:30.246004+00:00
1752835780,Accepted,2024-11-25 08:43:00.109030+00:00
1752835780,Accepted,2024-11-25 08:43:00.109130+00:00
1752835780,Accepted,2024-11-25 08:43:00.109230+00:00
1752835780,Completed,2025-03-14 18:55:47.649505+00:00
1752835780,Unmatched,2025-11-10 08:15:34.494770+00:00
1752835781,Queued,2024-08-15 08:26:55.669459+00:00
1752835781,Queued,2024-08-27 08:53:34.609405+00:00
1752835781,Accepted,2025-09-12 08:50:14.971782+00:00
1752835781,Accepted,2026-02-02 08:30:54.147320+00:00
1752835781,Accepted,2026-02-02 08:30:54.147420+00:00
1752835781,Accepted,2026-02-20 08:32:18.387831+00:00
1752835781,Completed,2026-08-31 13:43:26.101994+00:00
1752835781,Unmatched,2027-02-15 08:12:05.537057+00:00
1752835782,Queued,2024-08-12 15:57:01.493180+00:00
1752835782,Queued,2025-01-29 16:29:31.238626+00:00
1752835782,Accepted,2025-02-17 08:27:33.049424+00:00
1752835782,Accepted,2025-08-04 08:24:09.323757+00:00
1752835782,Accepted,2025-08-04 08:24:09.323857+00:00
1752835782,Completed,2025-11-20 19:51:34.458834+00:00
1752835782,Unmatched,2026-04-08 08:07:05.293739+00:00
1752835782,Unmatched,2026-12-14 08:44:52.698645+00:00
1752835783,Accepted,2024-08-12 23:55:34.106281+00:00
1752835783,Accepted,2025-04-02 09:36:21.526366+00:00
1752835783,Accepted,2025-10-02 08:00:36.941963+00:00
1752835783,Accepted,2025-11-21 08:40:49.776314+00:00
1752835783,Accepted,2025-12-19 08:37:50.699039+00:00
1752835783,Completed,2026-01-02 14:49:08.395802+00:00
1752835783,Unmatched,2026-03-13 09:22:18.055434+00:00
1752835783,Unmatched,2027-01-14 08:00:57.853661+00:00
1752835784,Queued,2024-08-12 13:57:12.701683+00:00
1752835784,Queued,2025-03-24 08:32:22.433456+00:00
1752835784,Accepted,2025-03-24 08:32:22.433556+00:00
1752835784,Accepted,2025-03-24 08:32:22.433656+00:00
1752835784,Accepted,2025-09-17 10:32:56.226733+00:00
1752835784,Accepted,2026-01-16 08:56:49.492790+00:00
1752835784,Completed,2026-04-27 08:12:55.932540+00:00
1752835784,Unmatched,2026-11-16 08:06:35.000572+00:00
1752835785,Queued,2024-08-12 14:24:50.035259+00:00
1752835785,Queued,2025-03-13 08:56:35.880893+00:00
1752835785,Accepted,2025-03-13 13:17:42.342366+00:00
1752835785,Accepted,2025-04-14 11:23:29.741206+00:00
1752835785,Accepted,2025-07-10 08:06:05.704297+00:00
1752835785,Accepted,2025-08-18 08:41:11.409040+00:00
1752835785,Accepted,2026-04-01 08:03:40.965443+00:00
1752835785,Completed,2026-04-01 08:03:40.965543+00:00
1752835786,Queued,2024-08-12 15:48:20.760631+00:00
1752835786,Queued,2024-08-28 19:47:07.530776+00:00
1752835786,Accepted,2025-01-07 08:54:15.220694+00:00
1752835786,Accepted,2026-01-05 10:23:44.388981+00:00
1752835786,Accepted,2026-11-16 08:28:49.953893+00:00
1752835786,Accepted,2027-11-19 08:28:53.551138+00:00
1752835786,Completed,2028-04-12 08:16:29.446986+00:00
1752835786,Unmatched,2028-09-22 08:57:41.582666+00:00
1752835787,Queued,2024-08-12 15:38:43.877013+00:00
1752835787,Accepted,2024-12-02 10:07:45.598882+00:00
1752835787,Accepted,2025-03-17 10:46:06.141725+00:00
1752835787,Accepted,2025-03-17 10:46:06.141825+00:00
1752835787,Accepted,2025-04-24 08:51:06.695868+00:00
1752835787,Accepted,2025-04-24 08:51:06.695968+00:00
1752835787,Completed,2025-07-29 08:23:01.953817+00:00
1752835787,Unmatched,2026-05-06 09:55:48.568801+00:00
1752835788,Queued,2024-08-15 09:59:18.139137+00:00
1752835788,Accepted,2024-08-15 09:59:18.139237+00:00
1752835788,Accepted,2024-12-09 08:08:30.319641+00:00
1752835788,Accepted,2025-12-08 09:23:56.397656+00:00
1752835788,Accepted,2026-08-07 08:32:20.097532+00:00
1752835788,Completed,2026-09-04 18:31:04.100418+00:00
1752835788,Unmatched,2026-11-16 11:01:43.938866+00:00
1752835788,Unmatched,2026-11-16 11:01:43.938966+00:00
1752835789,Queued,2024-08-14 12:47:15.744926+00:00
1752835789,Queued,2024-09-24 08:57:26.698196+00:00
1752835789,Accepted,2024-10-15 18:02:16.229100+00:00
1752835789,Accepted,2024-12-09 13:55:58.554279+00:00
1752835789,Accepted,2025-02-17 08:13:01.520668+00:00
1752835789,Accepted,2025-02-17 08:13:01.520768+00:00
1752835789,Completed,2025-02-17 08:13:01.520868+00:00
1752835789,Unmatched,2025-08-01 08:55:18.620857+00:00
1752835790,Queued,2024-08-12 20:57:20.297009+00:00
1752835790,Queued,2025-01-20 08:26:21.465279+00:00
1752835790,Accepted,2025-01-20 08:26:21.465379+00:00
1752835790,Accepted,2025-10-13 08:03:19.883861+00:00
1752835790,Accepted,2026-07-21 08:18:30.017403+00:00
1752835790,Accepted,2026-07-21 08:18:30.017503+00:00
1752835790,Completed,2026-08-03 09:57:02.541588+00:00
1752835790,Unmatched,2026-09-25 08:44:48.097406+00:00
1752835791,Queued,2024-08-12 14:35:15.475986+00:00
1752835791,Accepted,2025-03-03 19:37:48.097838+00:00
1752835791,Accepted,2025-09-04 20:40:54.878719+00:00
1752835791,Accepted,2025-10-15 08:33:19.381496+00:00
1752835791,Accepted,2026-05-11 10:25:00.330899+00:00
1752835791,Accepted,2026-06-15 08:29:24.521828+00:00
1752835791,Completed,2026-12-28 09:43:33.329604+00:00
1752835791,Unmatched,2027-07-06 19:43:26.314595+00:00
1752835792,Queued,2024-08-12 14:28:34.625544+00:00
1752835792,Accepted,2024-11-15 08:37:34.752571+00:00
1752835792,Accepted,2024-12-12 20:15:19.185786+00:00
1752835792,Accepted,2025-05-15 18:18:57.585887+00:00
1752835792,Accepted,2025-08-11 08:01:33.008272+00:00
1752835792,Accepted,2026-05-19 08:37:02.530694+00:00
1752835792,Completed,2026-07-13 17:20:06.460472+00:00
1752835792,Unmatched,2026-07-13 17:20:06.460572+00:00
1752835793,Queued,2024-08-12 16:49:49.317848+00:00
1752835793,Accepted,2024-11-29 19:53:54.267674+00:00
1752835793,Accepted,2025-09-17 08:56:55.549779+00:00
1752835793,Accepted,2026-04-15 08:55:52.401074+00:00
1752835793,Accepted,2026-09-14 08:44:53.881057+00:00
1752835793,Accepted,2027-06-14 15:10:37.963515+00:00
1752835793,Accepted,2027-09-08 08:01:40.770533+00:00
1752835793,Completed,2027-09-08 08:01:40.770633+00:00
1752835794,Queued,2024-08-13 10:13:48.605022+00:00
1752835794,Accepted,2024-09-04 15:47:00.204617+00:00
1752835794,Accepted,2024-09-04 15:47:00.204717+00:00
1752835794,Accepted,2024-09-04 15:47:00.204817+00:00
1752835794,Accepted,2024-09-25 10:11:44.312162+00:00
1752835794,Completed,2024-09-25 10:11:44.312262+00:00
1752835794,Unmatched,2025-03-14 13:15:36.756432+00:00
1752835794,Unmatched,2025-06-02 15:53:15.513432+00:00
1752835795,Queued,2024-08-12 15:52:55.699481+00:00
1752835795,Accepted,2024-11-15 08:43:51.489286+00:00
1752835795,Accepted,2024-11-15 08:43:51.489386+00:00
1752835795,Accepted,2025-08-08 09:01:40.660107+00:00
1752835795,Accepted,2025-10-24 14:46:05.940086+00:00
1752835795,Accepted,2026-05-18 08:02:50.414611+00:00
1752835795,Completed,2026-05-18 08:02:50.414711+00:00
1752835795,Unmatched,2026-05-29 08:46:09.672792+00:00
1752835796,Queued,2024-08-12 14:40:25.323300+00:00
1752835796,Queued,2024-08-12 14:40:25.323400+00:00
1752835796,Accepted,2024-09-25 08:13:14.633161+00:00
1752835796,Accepted,2025-01-02 08:38:26.585241+00:00
1752835796,Accepted,2025-05-01 18:40:50.474650+00:00
1752835796,Accepted,2025-09-10 08:40:01.003667+00:00
1752835796,Completed,2025-10-14 08:38:07.791801+00:00
1752835796,Unmatched,2026-08-05 09:00:40.344992+00:00
1752835797,Accepted,2024-08-12 14:36:28.679883+00:00
1752835797,Accepted,2024-08-12 14:36:28.679983+00:00
1752835797,Accepted,2024-09-26 12:37:50.289142+00:00
1752835797,Accepted,2024-10-14 08:55:21.932324+00:00
1752835797,Completed,2025-02-18 08:14:47.781815+00:00
1752835797,Unmatched,2025-02-25 08:32:48.679370+00:00
1752835797,Unmatched,2025-09-12 09:54:09.169564+00:00
1752835797,Unmatched,2026-08-24 08:57:14.229596+00:00
1752835798,Queued,2024-08-13 04:56:20.431357+00:00
1752835798,Accepted,2024-12-16 17:51:52.721100+00:00
1752835798,Accepted,2024-12-16 17:51:52.721200+00:00
1752835798,Accepted,2025-07-18 13:07:10.596046+00:00
1752835798,Accepted,2025-10-20 08:44:51.243675+00:00
1752835798,Accepted,2025-10-20 08:44:51.243775+00:00
1752835798,Completed,2025-11-03 20:48:26.711234+00:00
1752835798,Unmatched,2026-06-11 20:27:58.299581+00:00
1752836022,Queued,2024-08-13 14:54:56.453524+00:00
1752836022,Queued,2024-10-10 08:58:42.575894+00:00
1752836022,Accepted,2024-10-10 08:58:42.575994+00:00
1752836022,Accepted,2025-03-21 08:52:28.627680+00:00
1752836022,Completed,2025-03-26 08:43:48.317817+00:00
1752836024,Queued,2024-08-12 19:05:33.880287+00:00
1752836024,Queued,2024-09-02 17:24:24.015524+00:00
1752836024,Accepted,2024-09-18 08:03:02.320690+00:00
1752836024,Accepted,2024-10-15 18:03:04.830578+00:00
1752836024,Completed,2024-11-14 08:52:21.446516+00:00
1752836026,Accepted,2024-08-12 18:12:01.437577+00:00
1752836026,Accepted,2024-08-12 18:12:01.437677+00:00
1752836026,Accepted,2024-12-05 08:42:31.515263+00:00
1752836026,Completed,2025-08-20 16:25:18.198948+00:00
1752836026,Unmatched,2026-08-20 08:19:54.620810+00:00
1752836031,Accepted,2024-08-12 14:31:22.381633+00:00
1752836031,Accepted,2025-05-16 08:09:10.442743+00:00
1752836031,Accepted,2026-07-13 08:58:35.439972+00:00
1752836031,Completed,2026-07-13 08:58:35.440072+00:00
1752836031,Unmatched,2027-02-01 15:42:18.149189+00:00
1752836032,Accepted,2024-08-13 21:46:04.883141+00:00
1752836032,Accepted,2024-08-26 08:29:50.892339+00:00
1752836032,Completed,2024-10-14 10:47:05.655830+00:00
1752836032,Unmatched,2025-11-21 08:18:38.758132+00:00
1752836032,Unmatched,2025-12-08 08:50:52.587987+00:00
1752836033,Accepted,2024-08-12 23:16:10.180492+00:00
1752836033,Accepted,2024-12-24 08:01:31.114628+00:00
1752836033,Accepted,2025-06-11 14:13:50.412666+00:00
1752836033,Completed,2025-12-12 14:38:15.248990+00:00
1752836033,Unmatched,2026-05-26 15:51:25.083433+00:00
1752836034,Accepted,2024-08-12 14:53:59.364554+00:00
1752836034,Accepted,2025-01-01 20:21:37.604080+00:00
1752836034,Accepted,2025-01-27 14:25:55.226422+00:00
1752836034,Completed,2025-04-28 18:57:41.707357+00:00
1752836034,Unmatched,2025-09-01 15:31:18.747104+00:00
1752836036,Queued,2024-08-12 14:18:17.144093+00:00
1752836036,Accepted,2025-02-06 19:46:04.019497+00:00
1752836036,Accepted,2025-02-06 19:46:04.019597+00:00
1752836036,Completed,2026-04-02 14:18:26.565361+00:00
1752836036,Unmatched,2026-12-14 08:32:13.946608+00:00
1752836037,Accepted,2024-08-12 14:53:59.371178+00:00
1752836037,Accepted,2024-12-18 11:42:31.690902+00:00
1752836037,Accepted,2025-03-10 08:15:37.402896+00:00
1752836037,Completed,2025-06-10 10:05:11.627039+00:00
1752836037,Unmatched,2026-01-01 08:32:47.991242+00:00
1752836038,Queued,2024-08-12 14:40:04.787362+00:00
1752836038,Accepted,2024-11-18 14:02:45.408702+00:00
1752836038,Accepted,2025-05-21 17:29:57.021892+00:00
1752836038,Completed,2025-07-30 08:56:36.004238+00:00
1752836038,Unmatched,2025-12-15 20:21:25.721809+00:00
1752836039,Queued,2024-08-12 19:16:12.950747+00:00
1752836039,Accepted,2024-08-21 08:40:46.559273+00:00
1752836039,Accepted,2024-10-17 10:15:02.864431+00:00
1752836039,Completed,2025-04-25 08:58:09.716720+00:00
1752836039,Unmatched,2025-11-24 16:45:08.108655+00:00
1752836040,Queued,2024-08-12 14:30:34.325103+00:00
1752836040,Queued,2024-08-12 14:30:34.325203+00:00
1752836040,Accepted,2024-11-18 18:27:42.465729+00:00
1752836040,Accepted,2025-03-21 19:26:36.185464+00:00
1752836040,Completed,2025-05-19 08:17:15.005210+00:00
1752836041,Accepted,2024-08-13 16:54:00.103412+00:00
1752836041,Accepted,2024-09-09 08:41:29.521040+00:00
1752836041,Completed,2025-03-17 18:46:50.186906+00:00
1752836041,Unmatched,2025-11-17 08:47:51.448928+00:00
1752836041,Unmatched,2026-02-09 08:26:51.304709+00:00
1752836044,Queued,2024-08-12 14:26:27.829058+00:00
1752836044,Accepted,2024-11-04 08:44:52.010080+00:00
1752836044,Accepted,2024-11-04 08:44:52.010180+00:00
1752836044,Completed,2025-02-21 08:10:26.721082+00:00
1752836044,Unmatched,2025-10-10 08:30:25.422194+00:00
1752836046,Queued,2024-08-12 21:05:48.088728+00:00
1752836046,Accepted,2024-08-13 08:05:48.088828+00:00
1752836046,Accepted,2024-09-20 08:14:59.553084+00:00
1752836046,Completed,2024-09-20 08:14:59.553184+00:00
1752836046,Unmatched,2025-03-17 08:52:34.673138+00:00
1752836049,Accepted,2024-08-13 01:12:44.618249+00:00
1752836049,Accepted,2025-03-31 13:36:04.316716+00:00
1752836049,Accepted,2025-05-27 19:34:11.738704+00:00
1752836049,Completed,2025-06-25 16:37:19.575055+00:00
1752836049,Unmatched,2025-06-25 16:37:19.575155+00:00
1752836050,Accepted,2024-08-12 18:38:56.984641+00:00
1752836050,Accepted,2025-02-26 10:26:35.720828+00:00
1752836050,Completed,2025-02-26 10:26:35.720928+00:00
1752836050,Unmatched,2025-08-07 08:23:33.820046+00:00
1752836050,Unmatched,2026-02-05 08:37:38.953312+00:00
1752836051,Accepted,2024-08-12 14:21:39.693753+00:00
1752836051,Accepted,2025-06-30 08:20:16.084496+00:00
1752836051,Completed,2025-06-30 08:20:16.084596+00:00
1752836051,Unmatched,2025-06-30 08:20:16.084696+00:00
1752836051,Unmatched,2025-12-22 09:58:51.088687+00:00
1752836052,Queued,2024-08-12 19:27:19.646329+00:00
1752836052,Accepted,2025-03-26 12:19:19.573639+00:00
1752836052,Accepted,2026-01-20 08:41:34.963846+00:00
1752836052,Completed,2026-04-13 17:14:43.286855+00:00
1752836052,Unmatched,2026-08-03 17:08:52.439095+00:00
1752836053,Accepted,2024-08-12 14:57:26.052616+00:00
1752836053,Accepted,2025-03-27 08:30:45.094925+00:00
1752836053,Accepted,2025-03-27 08:30:45.095025+00:00
1752836053,Completed,2025-07-21 08:27:56.346491+00:00
1752836053,Unmatched,2026-02-09 10:50:58.382844+00:00
1752836054,Accepted,2024-08-12 14:03:22.469222+00:00
1752836054,Accepted,2025-05-09 08:05:25.156336+00:00
1752836054,Accepted,2026-11-17 16:13:58.250249+00:00
1752836054,Completed,2027-03-02 08:43:21.777428+00:00
1752836054,Unmatched,2027-06-18 17:47:42.198772+00:00
1752836056,Accepted,2024-08-12 14:44:33.452966+00:00
1752836056,Accepted,2024-12-09 08:01:18.804345+00:00
1752836056,Accepted,2025-07-28 08:37:31.662633+00:00
1752836056,Completed,2025-07-28 08:37:31.662733+00:00
1752836056,Unmatched,2025-10-30 19:27:04.732398+00:00
1752836058,Accepted,2024-08-13 05:57:09.830180+00:00
1752836058,Accepted,2025-04-08 08:51:40.800854+00:00
1752836058,Completed,2025-07-07 19:17:12.212509+00:00
1752836058,Unmatched,2025-12-29 18:45:27.403850+00:00
1752836058,Unmatched,2026-08-24 08:14:00.428030+00:00
1752836059,Accepted,2024-08-12 14:11:02.547868+00:00
1752836059,Accepted,2024-10-18 09:34:05.058781+00:00
1752836059,Accepted,2025-03-24 13:56:17.861680+00:00
1752836059,Completed,2025-05-12 08:44:38.864650+00:00
1752836059,Unmatched,2025-11-10 08:03:16.576466+00:00
1752836061,Queued,2024-08-12 15:57:28.042226+00:00
1752836061,Queued,2024-12-12 10:26:34.873969+00:00
1752836061,Accepted,2025-04-24 08:03:02.276177+00:00
1752836061,Accepted,2026-02-17 16:58:46.581732+00:00
1752836061,Completed,2026-04-28 08:52:42.294664+00:00
1752836063,Accepted,2024-08-12 16:49:39.090869+00:00
1752836063,Accepted,2025-06-02 14:42:58.562910+00:00
1752836063,Accepted,2025-08-08 08:40:12.502871+00:00
1752836063,Completed,2025-08-18 08:44:20.207025+00:00
1752836063,Unmatched,2026-01-21 08:33:52.463160+00:00
1752836064,Queued,2024-08-12 20:58:47.999639+00:00
1752836064,Accepted,2024-11-13 08:40:10.647915+00:00
1752836064,Accepted,2024-11-13 08:40:10.648015+00:00
1752836064,Completed,2024-11-13 08:40:10.648115+00:00
1752836064,Unmatched,2025-02-25 20:34:40.026884+00:00
1752836067,Accepted,2024-08-12 14:46:03.776184+00:00
1752836067,Accepted,2025-02-26 18:38:48.913363+00:00
1752836067,Accepted,2025-04-02 08:51:20.985871+00:00
1752836067,Completed,2025-08-11 08:31:56.224113+00:00
1752836067,Unmatched,2025-11-24 10:50:01.778827+00:00
1752836069,Accepted,2024-08-12 13:51:53.449968+00:00
1752836069,Accepted,2024-08-15 17:55:44.165680+00:00
1752836069,Completed,2024-09-17 18:00:49.825751+00:00
1752836069,Unmatched,2024-11-19 19:21:11.696291+00:00
1752836069,Unmatched,2024-11-19 19:21:11.696391+00:00
1752836071,Accepted,2024-08-12 14:33:19.411752+00:00
1752836071,Accepted,2024-09-27 08:51:49.630364+00:00
1752836071,Accepted,2024-12-30 08:47:06.655171+00:00
1752836071,Completed,2025-05-01 11:51:26.780792+00:00
1752836071,Unmatched,2025-06-16 08:20:19.060912+00:00
1752836072,Queued,2024-08-15 09:47:53.146998+00:00
1752836072,Queued,2025-01-02 20:30:15.382193+00:00
1752836072,Accepted,2025-04-17 15:31:09.292194+00:00
1752836072,Accepted,2025-11-17 08:39:32.414718+00:00
1752836072,Completed,2026-03-09 08:09:18.923684+00:00
1752836073,Accepted,2024-08-13 09:20:23.199231+00:00
1752836073,Accepted,2024-11-14 18:40:57.532171+00:00
1752836073,Accepted,2025-06-06 18:38:09.106841+00:00
1752836073,Completed,2025-10-13 08:57:04.677134+00:00
1752836073,Unmatched,2026-02-13 08:12:02.209310+00:00
1752836075,Queued,2024-08-14 07:53:38.546216+00:00
1752836075,Queued,2024-08-14 08:53:38.546316+00:00
1752836075,Accepted,2024-08-14 08:53:38.546416+00:00
1752836075,Accepted,2024-10-28 08:55:13.807619+00:00
1752836075,Completed,2024-10-28 08:55:13.807719+00:00
1752836076,Accepted,2024-08-12 20:25:21.639083+00:00
1752836076,Accepted,2024-10-14 08:25:25.329406+00:00
1752836076,Accepted,2025-10-20 17:49:04.174788+00:00
1752836076,Completed,2025-12-22 09:50:34.354201+00:00
1752836076,Unmatched,2026-06-17 20:28:41.653093+00:00
1752836077,Accepted,2024-08-13 05:13:07.646228+00:00
1752836077,Accepted,2024-08-13 08:13:07.646328+00:00
1752836077,Completed,2024-08-13 08:13:07.646428+00:00
1752836077,Unmatched,2024-12-12 08:03:32.294356+00:00
1752836077,Unmatched,2025-04-17 13:42:45.897355+00:00
1752836078,Accepted,2024-08-12 16:15:18.260965+00:00
1752836078,Accepted,2025-06-16 18:08:12.983258+00:00
1752836078,Completed,2025-10-20 08:21:37.972834+00:00
1752836078,Unmatched,2025-12-11 11:15:49.004200+00:00
1752836078,Unmatched,2026-06-08 09:18:53.688756+00:00
1752836081,Queued,2024-08-12 15:19:23.362427+00:00
1752836081,Accepted,2024-12-25 17:35:41.013708+00:00
1752836081,Accepted,2025-03-13 08:34:34.435847+00:00
1752836081,Completed,2025-04-07 08:03:09.600343+00:00
1752836081,Unmatched,2025-09-24 09:46:46.730347+00:00
1752836083,Queued,2024-08-12 16:32:20.765269+00:00
1752836083,Accepted,2025-04-21 08:00:21.455637+00:00
1752836083,Accepted,2025-07-21 13:15:53.090326+00:00
1752836083,Completed,2025-08-28 08:40:42.252451+00:00
1752836083,Unmatched,2025-12-29 08:17:52.348628+00:00
1752836084,Accepted,2024-08-12 14:41:33.121252+00:00
1752836084,Accepted,2024-10-11 08:15:19.020680+00:00
1752836084,Accepted,2025-08-29 20:46:06.416920+00:00
1752836084,Completed,2025-08-29 20:46:06.417020+00:00
1752836084,Unmatched,2026-06-25 08:47:01.079025+00:00
1752836085,Accepted,2024-08-12 15:46:21.007533+00:00
1752836085,Accepted,2024-08-12 15:46:21.007633+00:00
1752836085,Accepted,2024-12-12 20:18:48.287023+00:00
1752836085,Completed,2024-12-12 20:18:48.287123+00:00
1752836085,Unmatched,2025-06-26 12:21:16.650368+00:00
1752836087,Queued,2024-08-13 03:55:51.909669+00:00
1752836087,Queued,2024-08-26 08:32:13.735331+00:00
1752836087,Accepted,2024-12-09 15:15:21.917846+00:00
